,id_dite,jmeno,pohlavi,datum_narozeni,spadova_skolka,skolka_sourozence,bydliste_brno,prodlouzena_dochazka
967,967,Ivan Veselý,M,2017-01-22,8,,True,False
968,968,Ivan Horák,M,2017-12-29,110,,True,False
969,969,Ivan Němec,M,2016-06-02,67,,True,False
970,970,Ivan Pospíšil,M,2020-10-31,122,,True,False
971,971,Ivan Marek,M,2019-03-07,10,,True,False
972,972,Ivan Urban,M,2017-05-21,99,,True,False
973,973,Ivan Soukup,M,2019-11-23,133,,True,False
974,974,Ivan Hájek,M,2021-08-27,93,,True,False
975,975,Ivan Fiala,M,2016-09-26,77,,True,False
976,976,Ivan Král,M,2016-09-27,26,,True,False
977,977,Ivan Růžička,M,2019-05-16,24,,True,False
978,978,Ivan Beneš,M,2020-06-30,125,,True,True
979,979,Ivan Bílý,M,2021-05-10,62,,True,False
980,980,Ivan Šimek,M,2017-05-08,84,,True,False
981,981,Ivan Svatoš,M,2017-06-23,99,,True,False
982,982,Ivan Mareš,M,2021-07-09,119,,True,False
983,983,Ivan Mach,M,2017-07-22,38,117.0,True,False
984,984,Ivan Vávra,M,2017-12-19,11,,True,False
985,985,Ivan Tomáš,M,2019-05-10,45,,True,False
986,986,Ivan Toman,M,2018-10-09,9,,True,False
987,987,Ivan Konečný,M,2019-01-04,27,,True,False
988,988,Ivan Vlček,M,2020-09-25,117,,True,False
989,989,Ivan Kratochvíl,M,2019-11-20,10,,True,False
990,990,Ivan Kadlec,M,2017-07-27,108,,True,False
991,991,Ivan Kříž,M,2018-01-09,119,,True,False
992,992,Ivan Horváth,M,2017-07-23,21,47.0,True,False
993,993,Ivan Polák,M,2020-09-05,8,,True,False
994,994,Ivan Janda,M,2019-08-14,28,,True,False
995,995,Ivan Dušek,M,2016-11-18,58,,True,False
996,996,Ivan Macháček,M,2016-12-09,98,124.0,True,False
997,997,Ivan Navrátil,M,2020-09-11,81,,True,False
998,998,Ivan Staněk,M,2017-05-22,112,,True,False
999,999,Ivan Pekař,M,2021-03-21,65,22.0,True,False
1000,1000,Anton Novák,M,2017-06-17,114,,True,False
1001,1001,Anton Svoboda,M,2019-03-01,45,,True,False
1002,1002,Anton Novotný,M,2020-11-18,69,89.0,True,False
1003,1003,Anton Dvořák,M,2019-12-30,118,,True,False
1004,1004,Anton Černý,M,2017-12-04,112,,True,False
1005,1005,Anton Procházka,M,2017-07-18,73,,True,False
1006,1006,Anton Kovařík,M,2016-06-20,35,,True,False
1007,1007,Anton Veselý,M,2019-01-26,6,,False,False
1008,1008,Anton Horák,M,2018-02-16,3,,True,False
1009,1009,Anton Němec,M,2021-07-03,18,,True,False
1010,1010,Anton Pospíšil,M,2020-12-10,57,,True,False
1011,1011,Anton Marek,M,2019-08-10,122,,True,False
1012,1012,Anton Urban,M,2019-07-25,52,,True,False
1013,1013,Anton Soukup,M,2018-02-17,76,,True,False
1014,1014,Anton Hájek,M,2019-09-09,35,,True,False
1015,1015,Anton Fiala,M,2018-01-05,99,,True,False
1016,1016,Anton Král,M,2021-05-15,62,,True,False
1017,1017,Anton Růžička,M,2018-06-07,2,,True,False
1018,1018,Anton Beneš,M,2020-06-23,115,,True,False
1019,1019,Anton Bílý,M,2018-01-13,72,,True,False
1020,1020,Anton Šimek,M,2021-03-22,20,,True,False
1021,1021,Anton Svatoš,M,2018-02-17,91,,False,False
1022,1022,Anton Mareš,M,2021-04-04,55,44.0,True,False
1023,1023,Anton Mach,M,2018-05-19,20,,True,False
1024,1024,Anton Vávra,M,2018-03-18,12,,True,False
1025,1025,Anton Tomáš,M,2019-01-03,107,,True,False
1026,1026,Anton Toman,M,2020-06-14,102,,True,False
1027,1027,Anton Konečný,M,2017-10-06,95,,True,False
1028,1028,Anton Vlček,M,2021-03-09,108,113.0,True,True
1029,1029,Anton Kratochvíl,M,2019-02-04,36,,True,False
1030,1030,Anton Kadlec,M,2020-11-21,101,,True,False
1031,1031,Anton Kříž,M,2019-12-01,100,,True,False
1032,1032,Anton Horváth,M,2020-11-09,44,,True,False
1033,1033,Anton Polák,M,2021-02-17,110,,True,False
1034,1034,Anton Janda,M,2019-02-08,46,,True,False
1035,1035,Anton Dušek,M,2018-08-07,65,,True,False
1036,1036,Anton Macháček,M,2018-04-11,49,,True,False
1037,1037,Anton Navrátil,M,2016-10-17,77,,True,False
1038,1038,Anton Staněk,M,2018-04-20,129,,False,False
1039,1039,Anton Pekař,M,2019-06-04,61,,True,False
1040,1040,Peter Novák,M,2018-05-28,119,,True,False
1041,1041,Peter Svoboda,M,2019-02-18,128,,True,False
1042,1042,Peter Novotný,M,2019-08-22,46,,True,False
1043,1043,Peter Dvořák,M,2021-07-26,1,,True,False
1044,1044,Peter Černý,M,2019-01-15,51,,True,False
1045,1045,Peter Procházka,M,2019-10-03,29,,True,False
1046,1046,Peter Kovařík,M,2017-02-20,44,,True,False
1047,1047,Peter Veselý,M,2017-08-21,7,,True,False
1048,1048,Peter Horák,M,2021-06-06,134,,True,False
1049,1049,Peter Němec,M,2019-01-09,2,,True,False
1050,1050,Peter Pospíšil,M,2017-02-11,116,,True,False
1051,1051,Peter Marek,M,2020-05-02,48,,True,False
1052,1052,Peter Urban,M,2017-08-29,93,,True,False
1053,1053,Peter Soukup,M,2020-09-02,101,,True,False
1054,1054,Peter Hájek,M,2017-10-18,99,,True,False
1055,1055,Peter Fiala,M,2019-03-07,41,,True,False
1056,1056,Peter Král,M,2016-06-23,111,,True,False
1057,1057,Peter Růžička,M,2021-04-06,54,,True,False
1058,1058,Peter Beneš,M,2016-06-25,57,42.0,True,False
1059,1059,Peter Bílý,M,2018-05-17,23,,True,False
1060,1060,Peter Šimek,M,2021-07-08,124,,True,False
1061,1061,Peter Svatoš,M,2020-10-21,44,,True,False
1062,1062,Peter Mareš,M,2017-07-08,70,,True,False
1063,1063,Peter Mach,M,2020-09-10,73,,True,False
1064,1064,Peter Vávra,M,2021-03-06,98,,True,False
1065,1065,Peter Tomáš,M,2016-10-21,131,,True,False
1066,1066,Peter Toman,M,2017-12-16,22,,False,False
1067,1067,Peter Konečný,M,2018-10-26,15,,True,False
1068,1068,Peter Vlček,M,2021-06-17,61,,True,False
1069,1069,Peter Kratochvíl,M,2018-04-22,51,,True,False
1070,1070,Peter Kadlec,M,2016-09-28,23,,True,False
1071,1071,Peter Kříž,M,2019-10-18,43,,True,False
1072,1072,Peter Horváth,M,2017-01-25,32,,True,False
1073,1073,Peter Polák,M,2018-04-23,39,,True,False
1074,1074,Peter Janda,M,2021-03-09,57,,True,False
1075,1075,Peter Dušek,M,2016-09-06,32,,True,False
1076,1076,Peter Macháček,M,2021-05-06,28,,True,True
1077,1077,Peter Navrátil,M,2021-03-27,23,,False,False
1078,1078,Peter Staněk,M,2018-08-11,114,,True,False
1079,1079,Peter Pekař,M,2018-11-05,53,,True,False
1080,1080,Andrej Novák,M,2020-08-02,89,,True,False
1081,1081,Andrej Svoboda,M,2018-03-18,56,,True,False
1082,1082,Andrej Novotný,M,2017-01-04,104,,True,False
1083,1083,Andrej Dvořák,M,2020-06-26,64,,True,False
1084,1084,Andrej Černý,M,2020-07-21,88,,True,False
1085,1085,Andrej Procházka,M,2016-11-13,67,,True,False
1086,1086,Andrej Kovařík,M,2017-10-25,2,,True,False
1087,1087,Andrej Veselý,M,2018-06-26,130,,True,False
1088,1088,Andrej Horák,M,2021-03-27,4,,True,False
1089,1089,Andrej Němec,M,2019-04-06,83,,True,False
1090,1090,Andrej Pospíšil,M,2021-08-02,53,,True,False
1091,1091,Andrej Marek,M,2016-11-27,85,,True,False
1092,1092,Andrej Urban,M,2017-06-15,63,,True,False
1093,1093,Andrej Soukup,M,2017-05-08,90,,True,False
1094,1094,Andrej Hájek,M,2018-08-11,28,,True,False
1095,1095,Andrej Fiala,M,2017-01-31,134,,True,False
1096,1096,Andrej Král,M,2021-06-13,53,,True,False
1097,1097,Andrej Růžička,M,2017-11-04,76,23.0,True,False
1098,1098,Andrej Beneš,M,2016-07-06,0,90.0,True,False
1099,1099,Andrej Bílý,M,2017-07-25,12,,True,False
1100,1100,Andrej Šimek,M,2019-04-07,122,,True,False
1101,1101,Andrej Svatoš,M,2017-05-01,75,,True,False
1102,1102,Andrej Mareš,M,2018-06-03,32,,True,False
1103,1103,Andrej Mach,M,2017-06-27,104,,True,False
1104,1104,Andrej Vávra,M,2021-03-21,67,,True,False
1105,1105,Andrej Tomáš,M,2016-09-17,50,,True,False
1106,1106,Andrej Toman,M,2016-07-27,91,,True,False
1107,1107,Andrej Konečný,M,2018-06-04,99,94.0,True,False
1108,1108,Andrej Vlček,M,2017-01-06,17,,True,False
1109,1109,Andrej Kratochvíl,M,2020-10-18,5,68.0,True,False
1110,1110,Andrej Kadlec,M,2019-10-19,112,,True,False
1111,1111,Andrej Kříž,M,2019-07-14,118,,True,False
1112,1112,Andrej Horváth,M,2018-11-15,49,,True,False
1113,1113,Andrej Polák,M,2018-11-14,54,,True,False
1114,1114,Andrej Janda,M,2021-02-25,104,,True,False
1115,1115,Andrej Dušek,M,2016-08-10,36,,True,False
1116,1116,Andrej Macháček,M,2021-05-27,52,,True,False
1117,1117,Andrej Navrátil,M,2020-12-12,110,,True,False
1118,1118,Andrej Staněk,M,2017-10-21,85,,True,False
1119,1119,Andrej Pekař,M,2019-05-13,67,,True,False
1120,1120,Miroslav Novák,M,2017-03-18,80,,True,False
1121,1121,Miroslav Svoboda,M,2020-01-02,129,,True,False
1122,1122,Miroslav Novotný,M,2017-08-28,87,,True,False
1123,1123,Miroslav Dvořák,M,2018-09-18,26,,True,False
1124,1124,Miroslav Černý,M,2018-03-27,118,,True,False
1125,1125,Miroslav Procházka,M,2016-07-28,69,,True,False
1126,1126,Miroslav Kovařík,M,2021-02-03,25,,True,False
1127,1127,Miroslav Veselý,M,2018-03-20,68,,True,False
1128,1128,Miroslav Horák,M,2018-05-02,88,,True,False
1129,1129,Miroslav Němec,M,2019-10-26,16,,True,False
1130,1130,Miroslav Pospíšil,M,2017-12-26,0,,True,False
1131,1131,Miroslav Marek,M,2019-08-04,40,,False,False
1132,1132,Miroslav Urban,M,2020-08-21,90,,True,False
1133,1133,Miroslav Soukup,M,2018-04-21,4,,True,False
1134,1134,Miroslav Hájek,M,2020-02-07,31,65.0,True,False
1135,1135,Miroslav Fiala,M,2020-01-12,58,,True,False
1136,1136,Miroslav Král,M,2016-09-08,129,104.0,True,False
1137,1137,Miroslav Růžička,M,2018-10-20,10,,True,False
1138,1138,Miroslav Beneš,M,2021-01-06,116,,True,False
1139,1139,Miroslav Bílý,M,2021-03-24,55,,True,False
1140,1140,Miroslav Šimek,M,2020-05-25,34,,True,False
1141,1141,Miroslav Svatoš,M,2021-07-30,38,,True,False
1142,1142,Miroslav Mareš,M,2018-10-01,81,,True,False
1143,1143,Miroslav Mach,M,2017-08-12,8,,True,False
1144,1144,Miroslav Vávra,M,2020-05-28,114,,True,True
1145,1145,Miroslav Tomáš,M,2019-04-24,57,,True,False
1146,1146,Miroslav Toman,M,2019-03-30,23,,True,False
1147,1147,Miroslav Konečný,M,2018-01-28,77,,True,False
1148,1148,Miroslav Vlček,M,2017-03-15,10,,False,False
1149,1149,Miroslav Kratochvíl,M,2019-06-01,107,,True,False
1150,1150,Miroslav Kadlec,M,2017-01-18,133,,True,False
1151,1151,Miroslav Kříž,M,2019-10-03,40,,True,False
1152,1152,Miroslav Horváth,M,2017-01-28,90,,True,False
1153,1153,Miroslav Polák,M,2020-10-07,122,,True,False
1154,1154,Miroslav Janda,M,2021-07-21,30,,True,False
1155,1155,Miroslav Dušek,M,2018-01-19,105,,True,False
1156,1156,Miroslav Macháček,M,2018-03-21,8,75.0,True,False
1157,1157,Miroslav Navrátil,M,2021-04-25,82,,True,False
1158,1158,Miroslav Staněk,M,2016-12-16,122,,True,False
1159,1159,Miroslav Pekař,M,2021-04-15,58,,True,False
1160,1160,Richard Novák,M,2019-01-09,96,,True,False
1161,1161,Richard Svoboda,M,2016-11-06,56,,True,False
1162,1162,Richard Novotný,M,2017-12-19,17,109.0,True,False
1163,1163,Richard Dvořák,M,2020-03-17,118,,True,False
1164,1164,Richard Černý,M,2019-01-03,15,,True,False
1165,1165,Richard Procházka,M,2021-07-31,69,,True,False
1166,1166,Richard Kovařík,M,2019-02-11,94,,False,False
1167,1167,Richard Veselý,M,2018-07-04,128,,True,False
1168,1168,Richard Horák,M,2019-04-06,52,,True,False
1169,1169,Richard Němec,M,2018-11-30,66,,True,False
1170,1170,Richard Pospíšil,M,2020-05-06,42,,True,False
1171,1171,Richard Marek,M,2019-02-07,21,,False,False
1172,1172,Richard Urban,M,2018-12-22,102,,True,False
1173,1173,Richard Soukup,M,2017-08-30,132,,True,False
1174,1174,Richard Hájek,M,2019-05-14,129,,True,False
1175,1175,Richard Fiala,M,2020-07-09,126,,True,False
1176,1176,Richard Král,M,2019-01-25,89,,True,False
1177,1177,Richard Růžička,M,2020-07-23,97,,True,False
1178,1178,Richard Beneš,M,2018-09-05,129,,True,False
1179,1179,Richard Bílý,M,2019-11-08,33,,True,False
1180,1180,Richard Šimek,M,2021-07-22,94,,True,False
1181,1181,Richard Svatoš,M,2019-09-27,19,,True,False
1182,1182,Richard Mareš,M,2019-06-16,130,,True,False
1183,1183,Richard Mach,M,2019-03-07,83,,True,False
1184,1184,Richard Vávra,M,2016-06-30,80,,True,False
1185,1185,Richard Tomáš,M,2016-12-29,45,,True,False
1186,1186,Richard Toman,M,2020-04-01,107,,True,False
1187,1187,Richard Konečný,M,2016-07-01,78,,True,False
1188,1188,Richard Vlček,M,2021-04-10,24,,True,False
1189,1189,Richard Kratochvíl,M,2018-01-11,25,,True,False
1190,1190,Richard Kadlec,M,2020-02-03,116,,True,False
1191,1191,Richard Kříž,M,2020-09-08,100,,True,False
1192,1192,Richard Horváth,M,2020-07-03,2,,False,False
1193,1193,Richard Polák,M,2018-01-13,133,,True,False
1194,1194,Richard Janda,M,2019-09-21,74,,True,False
1195,1195,Richard Dušek,M,2020-03-05,130,,True,False
1196,1196,Richard Macháček,M,2019-07-17,128,,True,False
1197,1197,Richard Navrátil,M,2018-12-07,20,,True,False
1198,1198,Richard Staněk,M,2020-05-07,74,129.0,True,False
1199,1199,Richard Pekař,M,2020-10-20,89,,True,False
1200,1200,Igor Novák,M,2020-12-04,113,,True,False
1201,1201,Igor Svoboda,M,2019-12-23,27,,True,False
1202,1202,Igor Novotný,M,2019-11-04,59,,True,False
1203,1203,Igor Dvořák,M,2021-07-01,60,,True,False
1204,1204,Igor Černý,M,2020-03-17,45,,True,False
1205,1205,Igor Procházka,M,2019-01-02,120,,True,False
1206,1206,Igor Kovařík,M,2018-06-06,36,,True,False
1207,1207,Igor Veselý,M,2018-01-15,30,,True,False
1208,1208,Igor Horák,M,2019-05-08,44,,True,False
1209,1209,Igor Němec,M,2018-04-01,33,,True,False
1210,1210,Igor Pospíšil,M,2018-08-16,123,,True,False
1211,1211,Igor Marek,M,2017-12-05,68,,True,True
1212,1212,Igor Urban,M,2019-07-14,17,,False,False
1213,1213,Igor Soukup,M,2016-12-19,8,,True,False
1214,1214,Igor Hájek,M,2020-12-13,132,,True,False
1215,1215,Igor Fiala,M,2016-12-05,3,,True,False
1216,1216,Igor Král,M,2021-06-13,68,,True,False
1217,1217,Igor Růžička,M,2019-07-08,108,,True,False
1218,1218,Igor Beneš,M,2020-07-01,71,,True,False
1219,1219,Igor Bílý,M,2019-11-01,108,,True,False
1220,1220,Igor Šimek,M,2017-06-24,66,133.0,True,False
1221,1221,Igor Svatoš,M,2016-06-19,9,,True,False
1222,1222,Igor Mareš,M,2019-01-13,35,,True,False
1223,1223,Igor Mach,M,2020-04-25,94,,True,False
1224,1224,Igor Vávra,M,2019-09-14,41,,True,False
1225,1225,Igor Tomáš,M,2018-09-04,76,,False,False
1226,1226,Igor Toman,M,2018-02-13,125,,True,False
1227,1227,Igor Konečný,M,2016-11-24,3,,True,False
1228,1228,Igor Vlček,M,2020-03-27,47,17.0,True,False
1229,1229,Igor Kratochvíl,M,2017-07-20,55,,True,False
1230,1230,Igor Kadlec,M,2020-03-31,125,,True,False
1231,1231,Igor Kříž,M,2017-05-08,130,,True,False
1232,1232,Igor Horváth,M,2018-01-03,18,,True,False
1233,1233,Igor Polák,M,2018-04-22,111,,True,True
1234,1234,Igor Janda,M,2016-11-19,54,,True,False
1235,1235,Igor Dušek,M,2016-10-15,86,,True,False
1236,1236,Igor Macháček,M,2017-03-22,93,,True,False
1237,1237,Igor Navrátil,M,2019-03-03,67,,True,False
1238,1238,Igor Staněk,M,2021-07-06,98,,True,False
1239,1239,Igor Pekař,M,2018-01-20,74,,True,False
1240,1240,Vladimír Novák,M,2018-09-06,10,,True,False
1241,1241,Vladimír Svoboda,M,2017-04-09,92,,True,False
1242,1242,Vladimír Novotný,M,2018-08-21,83,,True,False
1243,1243,Vladimír Dvořák,M,2018-07-31,21,,True,False
1244,1244,Vladimír Černý,M,2018-04-06,134,,True,False
1245,1245,Vladimír Procházka,M,2018-08-28,108,,True,False
1246,1246,Vladimír Kovařík,M,2017-07-23,2,,True,False
1247,1247,Vladimír Veselý,M,2017-12-25,27,,False,False
1248,1248,Vladimír Horák,M,2021-01-22,103,,True,False
1249,1249,Vladimír Němec,M,2018-01-01,110,,True,False
1250,1250,Vladimír Pospíšil,M,2019-11-04,124,,True,False
1251,1251,Vladimír Marek,M,2018-06-21,15,,True,False
1252,1252,Vladimír Urban,M,2018-08-29,67,,True,False
1253,1253,Vladimír Soukup,M,2021-01-05,62,,True,False
1254,1254,Vladimír Hájek,M,2019-05-16,39,,True,False
1255,1255,Vladimír Fiala,M,2019-08-14,81,,True,False
1256,1256,Vladimír Král,M,2021-06-13,114,,True,False
1257,1257,Vladimír Růžička,M,2019-09-30,15,,True,False
1258,1258,Vladimír Beneš,M,2020-12-06,80,,True,False
1259,1259,Vladimír Bílý,M,2019-01-27,55,,True,False
1260,1260,Vladimír Šimek,M,2018-04-11,97,,True,False
1261,1261,Vladimír Svatoš,M,2019-12-19,132,,True,False
1262,1262,Vladimír Mareš,M,2021-03-15,9,,True,False
1263,1263,Vladimír Mach,M,2019-04-15,97,,True,False
1264,1264,Vladimír Vávra,M,2017-10-24,14,,True,False
1265,1265,Vladimír Tomáš,M,2019-08-13,91,,True,False
1266,1266,Vladimír Toman,M,2017-11-09,130,118.0,True,False
1267,1267,Vladimír Konečný,M,2019-09-29,132,,True,False
1268,1268,Vladimír Vlček,M,2016-07-15,64,,True,False
1269,1269,Vladimír Kratochvíl,M,2019-02-17,72,,True,False
1270,1270,Vladimír Kadlec,M,2020-05-27,97,,True,False
1271,1271,Vladimír Kříž,M,2018-03-25,78,,True,False
1272,1272,Vladimír Horváth,M,2017-04-10,33,,False,True
1273,1273,Vladimír Polák,M,2018-10-27,53,,True,False
1274,1274,Vladimír Janda,M,2019-10-30,30,43.0,True,False
1275,1275,Vladimír Dušek,M,2021-02-03,3,,True,False
1276,1276,Vladimír Macháček,M,2017-09-29,73,,True,False
1277,1277,Vladimír Navrátil,M,2016-09-03,7,,True,False
1278,1278,Vladimír Staněk,M,2019-03-06,41,,True,False
1279,1279,Vladimír Pekař,M,2021-07-21,133,,True,False
1280,1280,Štefan Novák,M,2018-02-28,57,,True,False
1281,1281,Štefan Svoboda,M,2018-07-27,119,,True,False
1282,1282,Štefan Novotný,M,2019-02-23,73,,True,False
1283,1283,Štefan Dvořák,M,2019-07-13,58,,True,False
1284,1284,Štefan Černý,M,2016-09-18,60,,True,False
1285,1285,Štefan Procházka,M,2019-08-30,9,,True,False
1286,1286,Štefan Kovařík,M,2020-08-25,127,,True,False
1287,1287,Štefan Veselý,M,2020-01-31,79,,True,False
1288,1288,Štefan Horák,M,2020-04-21,54,53.0,False,False
1289,1289,Štefan Němec,M,2018-09-28,1,,True,False
1290,1290,Štefan Pospíšil,M,2020-01-11,118,,True,False
1291,1291,Štefan Marek,M,2019-08-18,48,,True,False
1292,1292,Štefan Urban,M,2017-09-26,85,,True,False
1293,1293,Štefan Soukup,M,2019-06-26,113,,True,False
1294,1294,Štefan Hájek,M,2018-07-31,90,,True,False
1295,1295,Štefan Fiala,M,2018-09-19,103,,True,False
1296,1296,Štefan Král,M,2017-01-29,20,,True,False
1297,1297,Štefan Růžička,M,2019-06-14,22,,True,False
1298,1298,Štefan Beneš,M,2019-05-08,85,,True,False
1299,1299,Štefan Bílý,M,2017-11-11,95,,True,False
1300,1300,Štefan Šimek,M,2019-10-05,124,,True,False
1301,1301,Štefan Svatoš,M,2016-06-07,62,,True,False
1302,1302,Štefan Mareš,M,2016-11-30,1,,True,False
1303,1303,Štefan Mach,M,2017-01-30,5,,True,False
1304,1304,Štefan Vávra,M,2017-09-30,12,,True,False
1305,1305,Štefan Tomáš,M,2019-12-25,33,,True,False
1306,1306,Štefan Toman,M,2020-03-26,129,,True,False
1307,1307,Štefan Konečný,M,2021-03-09,36,,True,False
1308,1308,Štefan Vlček,M,2017-09-05,38,,True,False
1309,1309,Štefan Kratochvíl,M,2021-04-05,39,,True,False
1310,1310,Štefan Kadlec,M,2018-12-12,98,,True,False
1311,1311,Štefan Kříž,M,2017-05-23,127,,True,False
1312,1312,Štefan Horváth,M,2019-06-08,50,,True,False
1313,1313,Štefan Polák,M,2021-03-01,111,,True,False
1314,1314,Štefan Janda,M,2020-11-29,56,,True,False
1315,1315,Štefan Dušek,M,2020-03-02,85,,True,False
1316,1316,Štefan Macháček,M,2018-12-19,134,,True,False
1317,1317,Štefan Navrátil,M,2020-10-28,62,,True,False
1318,1318,Štefan Staněk,M,2016-06-03,29,,True,False
1319,1319,Štefan Pekař,M,2017-12-22,114,,True,False
1320,1320,Juraj Novák,M,2020-03-10,108,,True,False
1321,1321,Juraj Svoboda,M,2021-07-11,45,,True,False
1322,1322,Juraj Novotný,M,2017-04-05,74,,True,True
1323,1323,Juraj Dvořák,M,2018-08-05,33,,True,False
1324,1324,Juraj Černý,M,2020-02-04,65,,True,False
1325,1325,Juraj Procházka,M,2021-04-09,103,,True,False
1326,1326,Juraj Kovařík,M,2019-09-19,91,,True,False
1327,1327,Juraj Veselý,M,2021-08-20,134,,True,False
1328,1328,Juraj Horák,M,2016-08-31,33,,True,False
1329,1329,Juraj Němec,M,2016-06-12,110,,True,False
1330,1330,Juraj Pospíšil,M,2017-01-03,134,,True,False
1331,1331,Juraj Marek,M,2017-08-04,51,,True,False
1332,1332,Juraj Urban,M,2018-03-24,83,,True,False
1333,1333,Juraj Soukup,M,2018-11-11,49,,True,False
1334,1334,Juraj Hájek,M,2019-11-15,131,,True,False
1335,1335,Juraj Fiala,M,2016-06-21,22,,True,False
1336,1336,Juraj Král,M,2017-03-07,118,,True,False
1337,1337,Juraj Růžička,M,2016-08-05,92,2.0,True,True
1338,1338,Juraj Beneš,M,2017-08-19,69,,True,False
1339,1339,Juraj Bílý,M,2017-12-29,102,,False,False
1340,1340,Juraj Šimek,M,2016-12-02,134,,True,False
1341,1341,Juraj Svatoš,M,2019-04-24,97,,True,False
1342,1342,Juraj Mareš,M,2017-10-28,34,,True,False
1343,1343,Juraj Mach,M,2020-06-23,133,,True,False
1344,1344,Juraj Vávra,M,2018-07-01,4,,True,False
1345,1345,Juraj Tomáš,M,2016-10-31,71,,True,False
1346,1346,Juraj Toman,M,2017-12-25,45,,True,False
1347,1347,Juraj Konečný,M,2017-10-21,62,,True,False
1348,1348,Juraj Vlček,M,2020-12-10,28,,True,False
1349,1349,Juraj Kratochvíl,M,2020-06-26,52,,True,False
1350,1350,Juraj Kadlec,M,2018-08-01,42,,True,False
1351,1351,Juraj Kříž,M,2018-10-29,17,,True,False
1352,1352,Juraj Horváth,M,2021-02-16,112,,True,False
1353,1353,Juraj Polák,M,2019-12-25,107,,True,False
1354,1354,Juraj Janda,M,2019-01-03,90,,True,False
1355,1355,Juraj Dušek,M,2017-04-01,76,,True,False
1356,1356,Juraj Macháček,M,2017-07-01,63,,True,False
1357,1357,Juraj Navrátil,M,2018-09-19,82,,True,False
1358,1358,Juraj Staněk,M,2017-11-17,46,,True,False
1359,1359,Juraj Pekař,M,2021-07-21,74,5.0,True,False
1360,1360,Patrik Novák,M,2021-01-06,73,,True,False
1361,1361,Patrik Svoboda,M,2017-03-22,14,,True,False
1362,1362,Patrik Novotný,M,2019-02-15,33,,True,False
1363,1363,Patrik Dvořák,M,2017-06-05,92,,True,True
1364,1364,Patrik Černý,M,2017-08-02,11,,True,False
1365,1365,Patrik Procházka,M,2020-06-28,4,,True,False
1366,1366,Patrik Kovařík,M,2021-03-23,68,,False,False
1367,1367,Patrik Veselý,M,2020-09-29,28,,True,False
1368,1368,Patrik Horák,M,2021-06-02,82,,True,False
1369,1369,Patrik Němec,M,2016-10-20,116,,True,False
1370,1370,Patrik Pospíšil,M,2017-04-26,61,,True,False
1371,1371,Patrik Marek,M,2019-06-26,34,,True,False
1372,1372,Patrik Urban,M,2017-10-11,91,,False,False
1373,1373,Patrik Soukup,M,2019-04-16,69,,True,False
1374,1374,Patrik Hájek,M,2020-08-24,49,,True,False
1375,1375,Patrik Fiala,M,2017-10-04,58,,True,False
1376,1376,Patrik Král,M,2018-10-01,133,,True,False
1377,1377,Patrik Růžička,M,2016-09-27,68,,True,False
1378,1378,Patrik Beneš,M,2017-06-22,59,,True,False
1379,1379,Patrik Bílý,M,2018-07-15,73,,True,False
1380,1380,Patrik Šimek,M,2018-08-04,97,,True,False
1381,1381,Patrik Svatoš,M,2019-10-24,119,,True,False
1382,1382,Patrik Mareš,M,2017-02-02,41,,True,False
1383,1383,Patrik Mach,M,2020-06-25,53,,True,False
1384,1384,Patrik Vávra,M,2016-11-14,2,,True,False
1385,1385,Patrik Tomáš,M,2016-12-12,40,,True,False
1386,1386,Patrik Toman,M,2017-02-19,120,,True,False
1387,1387,Patrik Konečný,M,2020-08-14,122,,True,False
1388,1388,Patrik Vlček,M,2016-12-04,68,,True,False
1389,1389,Patrik Kratochvíl,M,2021-03-03,112,,True,False
1390,1390,Patrik Kadlec,M,2017-09-14,3,,True,False
1391,1391,Patrik Kříž,M,2019-06-04,124,,True,False
1392,1392,Patrik Horváth,M,2018-06-20,76,,True,False
1393,1393,Patrik Polák,M,2017-02-16,123,,True,False
1394,1394,Patrik Janda,M,2020-12-10,15,,True,False
1395,1395,Patrik Dušek,M,2017-09-21,90,,True,False
1396,1396,Patrik Macháček,M,2018-11-28,109,,True,False
1397,1397,Patrik Navrátil,M,2020-04-22,122,,True,False
1398,1398,Patrik Staněk,M,2020-12-04,90,,True,False
1399,1399,Patrik Pekař,M,2018-10-10,6,,True,False
1400,1400,Viktor Novák,M,2018-12-25,94,,True,False
1401,1401,Viktor Svoboda,M,2016-06-30,113,,True,False
1402,1402,Viktor Novotný,M,2020-12-30,33,,True,False
1403,1403,Viktor Dvořák,M,2016-09-19,27,,True,False
1404,1404,Viktor Černý,M,2020-09-09,21,,True,False
1405,1405,Viktor Procházka,M,2020-12-17,94,,False,False
1406,1406,Viktor Kovařík,M,2016-11-16,102,,True,False
1407,1407,Viktor Veselý,M,2017-12-09,29,,True,False
1408,1408,Viktor Horák,M,2021-08-18,95,,True,False
1409,1409,Viktor Němec,M,2017-03-04,57,,True,False
1410,1410,Viktor Pospíšil,M,2020-07-23,61,,True,False
1411,1411,Viktor Marek,M,2020-02-21,89,,True,False
1412,1412,Viktor Urban,M,2019-07-28,7,,False,False
1413,1413,Viktor Soukup,M,2016-10-31,107,,True,False
1414,1414,Viktor Hájek,M,2016-06-10,102,,True,False
1415,1415,Viktor Fiala,M,2018-02-09,20,,True,False
1416,1416,Viktor Král,M,2018-10-12,80,,True,False
1417,1417,Viktor Růžička,M,2018-10-02,37,,True,False
1418,1418,Viktor Beneš,M,2018-05-26,105,,True,False
