,Unnamed: 0,jmeno,pohlavi,datum_narozeni,vek,vek_dny_srpen31,body_za_vek,spadova_skolka,skolka_sourozence,bydliste_brno,prioritni_vek,id,mc
1645,205,Michal Procházka,M,2018-11-25,4,-87,2040.0,70,,True,True,70,novy_liskovec
1646,265,Pavel Tomáš,M,2021-03-16,2,167,3.34,70,,True,False,70,novy_liskovec
1647,386,Marek Toman,M,2018-05-29,5,93,2081.86,70,,True,True,70,novy_liskovec
1648,536,Václav Král,M,2021-08-27,2,3,0.06,70,,True,False,70,novy_liskovec
1649,561,Tomáš Svoboda,M,2019-03-06,4,177,2043.54,70,,True,True,70,novy_liskovec
1650,575,Tomáš Fiala,M,2019-02-05,4,206,2044.12,70,,True,True,70,novy_liskovec
1651,752,Radek Horváth,M,2018-03-25,5,158,2083.16,70,,True,True,70,novy_liskovec
1652,884,Ján Černý,M,2021-01-12,2,230,4.6000000000000005,70,,True,False,70,novy_liskovec
1653,930,Jozef Pospíšil,M,2020-09-27,2,-28,1000.0,70,,True,False,70,novy_liskovec
1654,1155,Miroslav Dušek,M,2019-05-09,4,113,2042.26,70,,True,True,70,novy_liskovec
1655,1380,Patrik Šimek,M,2018-05-02,5,120,2082.4,70,85.0,True,True,70,novy_liskovec
1656,1442,Róbert Novotný,M,2016-10-09,6,-40,2120.0,70,67.0,True,True,70,novy_liskovec
1657,1470,Róbert Kadlec,M,2019-12-27,3,-119,2000.0,70,,True,True,70,novy_liskovec
1658,1571,Samuel Marek,M,2019-09-12,3,-13,2000.0,70,,True,True,70,novy_liskovec
1659,1597,Samuel Navrátil,M,2016-08-12,7,18,2160.36,70,,True,False,70,novy_liskovec
1660,1601,Anna Svobodová,F,2018-05-30,5,92,2081.84,70,,True,True,70,novy_liskovec
1661,1687,Denisa Veselá,F,2018-01-31,5,211,2084.22,70,,True,True,70,novy_liskovec
1662,1692,Denisa Pospíšilová,F,2021-07-18,2,43,0.86,70,,True,False,70,novy_liskovec
1663,1785,Hana Hlaváčková,F,2018-08-28,5,2,2080.04,70,,True,True,70,novy_liskovec
1664,1843,Ivana Dvořáková,F,2017-01-09,6,233,2124.66,70,,True,True,70,novy_liskovec
1665,1903,Jana Pechová,F,2016-08-24,7,6,2160.12,70,,True,False,70,novy_liskovec
1666,1912,Jana Kopecká,F,2020-12-31,2,-123,1000.0,70,,True,False,70,novy_liskovec
1667,2176,Marcela Konečná,F,2020-08-02,3,28,2000.56,70,,True,True,70,novy_liskovec
1668,2233,Marta Křenková,F,2019-07-10,4,51,2041.02,70,,True,True,70,novy_liskovec
1669,2288,Monika Horáková,F,2020-01-19,3,224,2004.48,70,,True,True,70,novy_liskovec
1670,2440,Pavlína Nováková,F,2018-07-16,5,45,2080.9,70,,True,True,70,novy_liskovec
1671,2459,Pavlína Matějová,F,2016-11-25,6,-87,2120.0,70,,True,True,70,novy_liskovec
1672,2498,Petra Tichá,F,2021-01-21,2,221,4.42,70,,True,False,70,novy_liskovec
1673,2502,Petra Hájková,F,2021-08-16,2,14,0.28,70,,True,False,70,novy_liskovec
1674,2587,Simona Vondráčková,F,2016-12-13,6,-105,2120.0,70,,True,True,70,novy_liskovec
1675,2628,Soňa Zábranská,F,2018-08-28,5,2,2080.04,70,,True,True,70,novy_liskovec
1676,2738,Zdeňka Tichá,F,2018-01-14,5,228,2084.56,70,,True,True,70,novy_liskovec
1677,2777,Zuzana Kadlecová,F,2021-07-31,2,30,0.6,70,,True,False,70,novy_liskovec
1678,2785,Zuzana Hlaváčková,F,2017-02-10,6,201,2124.02,70,,True,True,70,novy_liskovec
1679,2963,Dominika Dvořáková,F,2021-02-18,2,193,3.86,70,,True,False,70,novy_liskovec
1680,3170,Lenka Křížová,F,2018-04-06,5,146,2082.92,70,,True,True,70,novy_liskovec
1681,107,Tomáš Konečný,M,2020-05-01,3,121,2002.42,94,,True,True,94,kralovo_pole
1682,262,Pavel Mareš,M,2018-12-15,4,-107,2040.0,94,,True,True,94,kralovo_pole
1683,368,Marek Horák,M,2018-05-29,5,93,2081.86,94,,True,True,94,kralovo_pole
1684,383,Marek Mach,M,2019-09-24,3,-25,2000.0,94,,True,True,94,kralovo_pole
1685,437,Adam Navrátil,M,2017-07-21,6,40,2120.8,94,56.0,True,True,94,kralovo_pole
1686,557,Václav Navrátil,M,2020-11-18,2,-80,1000.0,94,85.0,True,False,94,kralovo_pole
1687,810,Aleš Pospíšil,M,2020-05-22,3,100,2002.0,94,69.0,True,True,94,kralovo_pole
1688,1056,Peter Král,M,2018-12-25,4,-117,2040.0,94,,True,True,94,kralovo_pole
1689,1376,Patrik Král,M,2017-04-12,6,140,2122.8,94,116.0,True,True,94,kralovo_pole
1690,1388,Patrik Vlček,M,2016-06-02,7,89,2161.78,94,,True,False,94,kralovo_pole
1691,1422,Viktor Mareš,M,2018-01-13,5,229,2084.58,94,,True,True,94,kralovo_pole
1692,1580,Samuel Šimek,M,2018-04-08,5,144,2082.88,94,,True,True,94,kralovo_pole
1693,1598,Samuel Staněk,M,2018-03-15,5,168,2083.36,94,,True,True,94,kralovo_pole
1694,1916,Jana Havlíčková,F,2021-07-04,2,57,1.14,94,,True,False,94,kralovo_pole
1695,1955,Karolína Tomášková,F,2021-04-14,2,138,2.76,94,,True,False,94,kralovo_pole
1696,2029,Klára Marečková,F,2016-12-06,6,-98,2120.0,94,,True,True,94,kralovo_pole
1697,2257,Michaela Kadlecová,F,2017-10-11,5,-42,2080.0,94,,True,True,94,kralovo_pole
1698,2327,Natálie Veselá,F,2017-11-17,5,-79,2080.0,94,,True,True,94,kralovo_pole
1699,2815,Alena Bílá,F,2018-07-29,5,32,2080.64,94,,True,True,94,kralovo_pole
1700,3131,Kamila Malá,F,2018-04-16,5,136,2082.72,94,,True,True,94,kralovo_pole
1701,108,Tomáš Vlček,M,2018-09-03,4,-4,2040.0,61,,True,True,61,novy_liskovec
1702,206,Michal Kovařík,M,2020-05-19,3,103,2002.06,61,,True,True,61,novy_liskovec
1703,258,Pavel Beneš,M,2017-01-22,6,220,2124.4,61,16.0,True,True,61,novy_liskovec
1704,401,Adam Svoboda,M,2019-09-04,3,-5,2000.0,61,,True,True,61,novy_liskovec
1705,443,Jakub Dvořák,M,2016-11-16,6,-78,2120.0,61,,True,True,61,novy_liskovec
1706,648,Jaroslav Horák,M,2021-08-12,2,18,0.36,61,,True,False,61,novy_liskovec
1707,757,Radek Navrátil,M,2017-01-16,6,226,2124.52,61,,True,True,61,novy_liskovec
1708,856,Milan Král,M,2019-02-25,4,186,2043.72,61,,True,True,61,novy_liskovec
1709,893,Ján Soukup,M,2019-06-29,4,62,2041.24,61,,True,True,61,novy_liskovec
1710,1278,Vladimír Staněk,M,2019-12-18,3,-110,2000.0,61,,True,True,61,novy_liskovec
1711,1328,Juraj Horák,M,2018-11-23,4,-85,2040.0,61,,True,True,61,novy_liskovec
1712,1484,Erik Černý,M,2018-10-16,4,-47,2040.0,61,,True,True,61,novy_liskovec
1713,1504,Erik Vávra,M,2018-01-03,5,239,2084.78,61,,True,True,61,novy_liskovec
1714,1560,Samuel Novák,M,2020-07-31,3,30,2000.6,61,,True,True,61,novy_liskovec
1715,1573,Samuel Soukup,M,2016-10-09,6,-40,2120.0,61,43.0,True,True,61,novy_liskovec
1716,1678,Barbora Kočová,F,2019-01-08,4,234,2044.68,61,,True,True,61,novy_liskovec
1717,1752,Eva Kopecká,F,2018-07-24,5,37,2080.74,61,,True,True,61,novy_liskovec
1718,1830,Helena Rýdlová,F,2019-07-07,4,54,2041.08,61,,True,True,61,novy_liskovec
1719,1904,Jana Šimková,F,2021-04-06,2,146,2.92,61,,True,False,61,novy_liskovec
1720,1958,Karolína Kočová,F,2020-05-21,3,101,2002.02,61,,False,True,61,novy_liskovec
1721,2003,Klára Dvořáková,F,2017-02-13,6,198,2123.96,61,,True,True,61,novy_liskovec
1722,2006,Klára Kučerová,F,2018-08-31,4,-1,2040.0,61,,True,True,61,novy_liskovec
1723,2013,Klára Marešová,F,2017-04-01,6,151,2123.02,61,,True,True,61,novy_liskovec
1724,2072,Lenka Kopecká,F,2018-04-02,5,150,2083.0,61,,True,True,61,novy_liskovec
1725,2376,Nikola Konečná,F,2017-01-03,6,239,2124.78,61,,True,True,61,novy_liskovec
1726,2510,Petra Rýdlová,F,2019-03-25,4,158,2043.16,61,,True,True,61,novy_liskovec
1727,2552,Renata Kopecká,F,2020-06-02,3,89,2001.78,61,,True,True,61,novy_liskovec
1728,2607,Soňa Veselá,F,2021-08-15,2,15,0.3,61,,True,False,61,novy_liskovec
1729,2966,Dominika Kučerová,F,2019-07-07,4,54,2041.08,61,,True,True,61,novy_liskovec
1730,109,Tomáš Kratochvíl,M,2018-05-09,5,113,2082.26,112,,True,True,112,jehnice
1731,122,Jiří Novotný,M,2020-10-24,2,-55,1000.0,112,,True,False,112,jehnice
1732,145,Jiří Tomáš,M,2016-06-04,7,87,2161.74,112,,True,False,112,jehnice
1733,146,Jiří Toman,M,2019-07-19,4,42,2040.84,112,,True,True,112,jehnice
1734,167,Martin Veselý,M,2020-08-14,3,16,2000.32,112,,True,True,112,jehnice
1735,306,Lukáš Toman,M,2019-10-30,3,-61,2000.0,112,,True,True,112,jehnice
1736,769,Filip Němec,M,2020-08-14,3,16,2000.32,112,,True,True,112,jehnice
1737,1057,Peter Růžička,M,2021-05-24,2,98,1.96,112,,True,False,112,jehnice
1738,1061,Peter Svatoš,M,2020-02-22,3,190,2003.8,112,,True,True,112,jehnice
1739,1202,Igor Novotný,M,2020-10-05,2,-36,1000.0,112,,True,False,112,jehnice
1740,1345,Juraj Tomáš,M,2020-08-12,3,18,2000.36,112,,True,True,112,jehnice
1741,1348,Juraj Vlček,M,2016-06-15,7,76,2161.52,112,,True,False,112,jehnice
1742,2085,Lucia Procházková,F,2020-05-29,3,93,2001.86,112,,True,True,112,jehnice
1743,2126,Ludmila Kučerová,F,2020-06-06,3,85,2001.7,112,,True,True,112,jehnice
1744,2132,Ludmila Pospíšilová,F,2020-04-02,3,150,2003.0,112,,True,True,112,jehnice
1745,2384,Nikola Šimková,F,2017-02-10,6,201,2124.02,112,,True,True,112,jehnice
1746,2395,Nikola Tomášková,F,2020-11-19,2,-81,1000.0,112,,True,False,112,jehnice
1747,2409,Patricia Němcová,F,2019-04-01,4,151,2043.02,112,,True,True,112,jehnice
1748,2465,Pavlína Hlaváčková,F,2020-03-06,3,177,2003.54,112,,True,True,112,jehnice
1749,2475,Pavlína Tomášková,F,2018-06-24,5,67,2081.34,112,,True,True,112,jehnice
1750,2584,Simona Šimková,F,2020-08-04,3,26,2000.52,112,,True,True,112,jehnice
1751,2606,Soňa Kučerová,F,2018-11-21,4,-83,2040.0,112,,True,True,112,jehnice
1752,2621,Soňa Urbanová,F,2019-08-05,4,25,2040.5,112,,True,True,112,jehnice
1753,2861,Andrea Urbanová,F,2017-01-27,6,215,2124.3,112,,True,True,112,jehnice
1754,3157,Kamila Tesařová,F,2018-08-07,5,23,2080.46,112,,True,True,112,jehnice
1755,114,Tomáš Janda,M,2017-07-04,6,57,2121.14,59,,True,True,59,bystrc
1756,247,Pavel Veselý,M,2016-12-30,6,-122,2120.0,59,,True,True,59,bystrc
1757,388,Marek Vlček,M,2018-03-29,5,154,2083.08,59,,True,True,59,bystrc
1758,530,Václav Pospíšil,M,2018-05-25,5,97,2081.94,59,,True,True,59,bystrc
1759,933,Jozef Soukup,M,2016-10-10,6,-41,2120.0,59,,True,True,59,bystrc
1760,1080,Andrej Novák,M,2018-07-05,5,56,2081.12,59,,True,True,59,bystrc
1761,1260,Vladimír Šimek,M,2019-10-29,3,-60,2000.0,59,14.0,True,True,59,bystrc
1762,1682,Denisa Novotná,F,2019-02-13,4,198,2043.96,59,,True,True,59,bystrc
1763,1896,Jana Konečná,F,2018-08-31,4,-1,2040.0,59,,True,True,59,bystrc
1764,2165,Marcela Procházková,F,2017-10-29,5,-60,2080.0,59,14.0,True,True,59,bystrc
1765,2365,Nikola Procházková,F,2018-02-07,5,204,2084.08,59,,True,True,59,bystrc
1766,2412,Patricia Pospíšilová,F,2020-09-23,2,-24,1000.0,59,,True,False,59,bystrc
1767,2560,Simona Nováková,F,2019-03-20,4,163,2043.26,59,,True,True,59,bystrc
1768,2573,Simona Marešová,F,2017-03-24,6,159,2123.18,59,,True,True,59,bystrc
1769,2884,Blanka Černá,F,2019-11-09,3,-71,2000.0,59,,True,True,59,bystrc
1770,2912,Blanka Kopecká,F,2019-12-19,3,-111,2000.0,59,,True,True,59,bystrc
1771,3017,Eliška Kadlecová,F,2020-06-10,3,81,2001.62,59,,True,True,59,bystrc
1772,3079,Gabriela Šťastná,F,2018-05-27,5,95,2081.9,59,,True,True,59,bystrc
1773,116,Tomáš Macháček,M,2020-04-23,3,129,2002.58,40,,True,True,40,stred
1774,273,Pavel Polák,M,2018-01-14,5,228,2084.56,40,,True,True,40,stred
1775,353,David Polák,M,2019-09-17,3,-18,2000.0,40,,True,True,40,stred
1776,391,Marek Kříž,M,2019-07-19,4,42,2040.84,40,,True,True,40,stred
1777,436,Adam Macháček,M,2021-08-11,2,19,0.38,40,,True,False,40,stred
1778,442,Jakub Novotný,M,2018-11-16,4,-78,2040.0,40,,True,True,40,stred
1779,459,Jakub Bílý,M,2019-09-30,3,-31,2000.0,40,,True,True,40,stred
1780,1029,Anton Kratochvíl,M,2019-08-31,3,-1,2000.0,40,,True,True,40,stred
1781,1152,Miroslav Horváth,M,2021-07-21,2,40,0.8,40,11.0,True,False,40,stred
1782,1188,Richard Vlček,M,2017-12-18,5,-110,2080.0,40,,True,True,40,stred
1783,1189,Richard Kratochvíl,M,2020-05-13,3,109,2002.18,40,,True,True,40,stred
1784,1491,Erik Marek,M,2019-09-21,3,-22,2000.0,40,,True,True,40,stred
1785,1497,Erik Růžička,M,2020-06-17,3,74,2001.48,40,,True,True,40,stred
1786,2049,Lenka Němcová,F,2018-05-11,5,111,2082.22,40,,True,True,40,stred
1787,2088,Lucia Horáková,F,2020-03-14,3,169,2003.38,40,,True,True,40,stred
1788,2175,Marcela Bílá,F,2016-06-22,7,69,2161.38,40,,True,False,40,stred
1789,2895,Blanka Bílá,F,2019-05-25,4,97,2041.94,40,,True,True,40,stred
1790,3009,Eliška Němcová,F,2016-11-11,6,-73,2120.0,40,,True,True,40,stred
1791,3155,Kamila Tomášková,F,2018-09-25,4,-26,2040.0,40,,True,True,40,stred
1792,3189,Lenka Marečková,F,2017-04-25,6,127,2122.54,40,,True,True,40,stred
1793,3198,Lenka Kočová,F,2019-05-02,4,120,2042.4,40,25.0,True,True,40,stred
1794,119,Tomáš Pekař,M,2016-09-27,6,-28,2120.0,114,,True,True,114,bosonohy
1795,287,Lukáš Veselý,M,2018-12-01,4,-93,2040.0,114,,True,True,114,bosonohy
1796,420,Adam Šimek,M,2018-11-27,4,-89,2040.0,114,,True,True,114,bosonohy
1797,432,Adam Horváth,M,2018-04-15,5,137,2082.74,114,,True,True,114,bosonohy
1798,448,Jakub Horák,M,2017-02-26,6,185,2123.7,114,,True,True,114,bosonohy
1799,544,Václav Vávra,M,2018-06-07,5,84,2081.68,114,,True,True,114,bosonohy
1800,845,Milan Procházka,M,2019-02-09,4,202,2044.04,114,,False,True,114,bosonohy
1801,1326,Juraj Kovařík,M,2016-09-20,6,-21,2120.0,114,,True,True,114,bosonohy
1802,1715,Denisa Tomášková,F,2020-04-15,3,137,2002.74,114,,True,True,114,bosonohy
1803,2490,Petra Křížová,F,2019-03-09,4,174,2043.48,114,,True,True,114,bosonohy
1804,2604,Soňa Černá,F,2021-08-18,2,12,0.24,114,,True,False,114,bosonohy
1805,2733,Zdeňka Marešová,F,2017-05-29,6,93,2121.86,114,,True,True,114,bosonohy
1806,3023,Eliška Pechová,F,2017-12-12,5,-104,2080.0,114,,True,True,114,bosonohy
1807,3035,Eliška Tomášková,F,2018-08-25,5,5,2080.1,114,,True,True,114,bosonohy
1808,3137,Kamila Kadlecová,F,2018-07-11,5,50,2081.0,114,,True,True,114,bosonohy
1809,121,Jiří Svoboda,M,2016-06-03,7,88,2161.76,83,,True,False,83,bystrc
1810,169,Martin Němec,M,2020-09-14,2,-15,1000.0,83,,True,False,83,bystrc
1811,309,Lukáš Kratochvíl,M,2018-12-23,4,-115,2040.0,83,,True,True,83,bystrc
1812,491,Ondřej Marek,M,2019-01-20,4,222,2044.44,83,,True,True,83,bystrc
1813,855,Milan Fiala,M,2019-11-25,3,-87,2000.0,83,,True,True,83,bystrc
1814,967,Ivan Veselý,M,2020-07-21,3,40,2000.8,83,116.0,True,True,83,bystrc
1815,1122,Miroslav Novotný,M,2018-09-10,4,-11,2040.0,83,,True,True,83,bystrc
1816,1230,Igor Kadlec,M,2021-06-21,2,70,1.4,83,,True,False,83,bystrc
1817,1500,Erik Šimek,M,2016-09-30,6,-31,2120.0,83,,True,True,83,bystrc
1818,1542,Matúš Mareš,M,2016-12-28,6,-120,2120.0,83,45.0,True,True,83,bystrc
1819,1608,Anna Horáková,F,2020-10-22,2,-53,1000.0,83,,True,False,83,bystrc
1820,1660,Barbora Jelínková,F,2019-04-06,4,146,2042.92,83,,True,True,83,bystrc
1821,1688,Denisa Horáková,F,2021-04-01,2,151,3.02,83,,True,False,83,bystrc
1822,1811,Helena Malá,F,2019-01-08,4,234,2044.68,83,,True,True,83,bystrc
1823,1894,Jana Růžičková,F,2020-03-17,3,166,2003.32,83,,True,True,83,bystrc
1824,2204,Marta Černá,F,2016-09-01,6,-2,2120.0,83,,True,True,83,bystrc
1825,2305,Monika Hlaváčková,F,2016-08-10,7,20,2160.4,83,121.0,True,False,83,bystrc
1826,2383,Nikola Pechová,F,2017-12-04,5,-96,2080.0,83,,True,True,83,bystrc
1827,2474,Pavlína Vlčková,F,2020-03-01,3,182,2003.64,83,,True,True,83,bystrc
1828,2608,Soňa Horáková,F,2016-11-19,6,-81,2120.0,83,,True,True,83,bystrc
1829,3169,Lenka Němcová,F,2017-10-25,5,-56,2080.0,83,,True,True,83,bystrc
1830,125,Jiří Procházka,M,2020-08-16,3,14,2000.28,120,,True,True,120,stred
1831,150,Jiří Kadlec,M,2017-10-31,5,-62,2080.0,120,,True,True,120,stred
1832,190,Martin Kadlec,M,2018-10-15,4,-46,2040.0,120,,True,True,120,stred
1833,285,Lukáš Procházka,M,2018-02-15,5,196,2083.92,120,,True,True,120,stred
1834,682,Josef Novotný,M,2019-01-07,4,235,2044.7,120,,True,True,120,stred
1835,730,Radek Pospíšil,M,2020-10-14,2,-45,1000.0,120,,True,False,120,stred
1836,737,Radek Růžička,M,2019-01-11,4,231,2044.62,120,,True,True,120,stred
1837,813,Aleš Soukup,M,2020-02-25,3,187,2003.74,120,,True,True,120,stred
1838,1204,Igor Černý,M,2017-12-28,5,-120,2080.0,120,70.0,True,True,120,stred
1839,1294,Štefan Hájek,M,2017-11-08,5,-70,2080.0,120,,True,True,120,stred
1840,1299,Štefan Bílý,M,2019-07-04,4,57,2041.14,120,,True,True,120,stred
1841,1363,Patrik Dvořák,M,2016-10-21,6,-52,2120.0,120,,True,True,120,stred
1842,1441,Róbert Svoboda,M,2020-10-20,2,-51,1000.0,120,,True,False,120,stred
1843,1495,Erik Fiala,M,2017-05-12,6,110,2122.2,120,,True,True,120,stred
1844,1620,Anna Jelínková,F,2018-03-19,5,164,2083.28,120,,True,True,120,stred
1845,1624,Anna Šimková,F,2017-09-13,5,-14,2080.0,120,,True,True,120,stred
1846,1655,Barbora Bílá,F,2018-05-08,5,114,2082.28,120,,True,True,120,stred
1847,1683,Denisa Dvořáková,F,2021-01-11,2,231,4.62,120,,True,False,120,stred
1848,2123,Ludmila Dvořáková,F,2018-12-17,4,-109,2040.0,120,,True,True,120,stred
1849,2283,Monika Dvořáková,F,2019-09-15,3,-16,2000.0,120,,True,True,120,stred
1850,2614,Soňa Růžičková,F,2017-07-22,6,39,2120.78,120,,True,True,120,stred
1851,2755,Zdeňka Tomášková,F,2016-09-12,6,-13,2120.0,120,,True,True,120,stred
1852,3005,Eliška Procházková,F,2020-10-11,2,-42,1000.0,120,,True,False,120,stred
1853,3133,Kamila Marešová,F,2021-08-28,2,2,0.04,120,,True,False,120,stred
1854,3179,Lenka Matějová,F,2020-07-14,3,47,2000.94,120,,True,True,120,stred
1855,128,Jiří Horák,M,2019-01-07,4,235,2044.7,113,,True,True,113,sever
1856,227,Michal Konečný,M,2019-04-24,4,128,2042.56,113,,True,True,113,sever
1857,332,David Urban,M,2017-09-16,5,-17,2080.0,113,,True,True,113,sever
1858,402,Adam Novotný,M,2017-07-05,6,56,2121.12,113,,True,True,113,sever
1859,425,Adam Tomáš,M,2019-01-01,4,241,2044.82,113,,True,True,113,sever
1860,594,Tomáš Janda,M,2020-12-26,2,-118,1000.0,113,,True,False,113,sever
1861,908,Ján Vlček,M,2016-08-26,7,4,2160.08,113,,True,False,113,sever
1862,1277,Vladimír Navrátil,M,2021-05-16,2,106,2.12,113,,True,False,113,sever
1863,1443,Róbert Dvořák,M,2021-03-13,2,170,3.4,113,,True,False,113,sever
1864,1455,Róbert Fiala,M,2020-03-04,3,179,2003.58,113,,True,True,113,sever
1865,1477,Róbert Navrátil,M,2020-02-06,3,206,2004.12,113,,True,True,113,sever
1866,1622,Anna Hájková,F,2019-11-18,3,-80,2000.0,113,60.0,True,True,113,sever
1867,1870,Ivana Rýdlová,F,2020-10-23,2,-54,1000.0,113,,True,False,113,sever
1868,1886,Jana Kučerová,F,2019-07-09,4,52,2041.04,113,,True,True,113,sever
1869,1915,Jana Tomášková,F,2016-09-21,6,-22,2120.0,113,,True,True,113,sever
1870,1931,Karolína Malá,F,2020-01-16,3,227,2004.54,113,,True,True,113,sever
1871,2259,Michaela Matějová,F,2017-05-13,6,109,2122.18,113,,True,True,113,sever
1872,2354,Natálie Vlčková,F,2019-09-13,3,-14,2000.0,113,,True,True,113,sever
1873,2556,Renata Havlíčková,F,2017-03-14,6,169,2123.38,113,,True,True,113,sever
1874,2661,Tereza Urbanová,F,2018-10-16,4,-47,2040.0,113,,True,True,113,sever
1875,2862,Andrea Hájková,F,2019-04-19,4,133,2042.66,113,,True,True,113,sever
1876,2927,Daniela Veselá,F,2017-10-13,5,-44,2080.0,113,,True,True,113,sever
1877,2933,Daniela Marešová,F,2021-04-20,2,132,2.64,113,,True,False,113,sever
1878,2960,Dominika Nováková,F,2016-06-02,7,89,2161.78,113,,True,False,113,sever
1879,3114,Irena Vlčková,F,2020-02-01,3,211,2004.22,113,,True,True,113,sever
1880,129,Jiří Němec,M,2016-12-27,6,-119,2120.0,12,,True,True,12,malomerice
1881,543,Václav Mach,M,2016-09-13,6,-14,2120.0,12,,True,True,12,malomerice
1882,622,Radim Mareš,M,2017-06-29,6,62,2121.24,12,,True,True,12,malomerice
1883,748,Radek Vlček,M,2021-06-29,2,62,1.24,12,,True,False,12,malomerice
1884,935,Jozef Fiala,M,2018-03-09,5,174,2083.48,12,,True,True,12,malomerice
1885,971,Ivan Marek,M,2018-04-07,5,145,2082.9,12,,True,True,12,malomerice
1886,1236,Igor Macháček,M,2020-05-25,3,97,2001.94,12,,True,True,12,malomerice
1887,1241,Vladimír Svoboda,M,2019-12-31,3,-123,2000.0,12,,True,True,12,malomerice
1888,1695,Denisa Bílá,F,2020-05-09,3,113,2002.26,12,,True,True,12,malomerice
1889,1708,Denisa Zábranská,F,2017-03-24,6,159,2123.18,12,,True,True,12,malomerice
1890,1837,Helena Tesařová,F,2019-03-22,4,161,2043.22,12,,True,True,12,malomerice
1891,2350,Natálie Rýdlová,F,2019-11-14,3,-76,2000.0,12,,True,True,12,malomerice
1892,2701,Veronika Urbanová,F,2017-09-24,5,-25,2080.0,12,,True,True,12,malomerice
1893,3156,Kamila Havlíčková,F,2016-07-13,7,48,2160.96,12,,True,False,12,malomerice
1894,131,Jiří Marek,M,2019-09-14,3,-15,2000.0,90,,True,True,90,zabovresky
1895,417,Adam Růžička,M,2017-08-03,6,27,2120.54,90,,True,True,90,zabovresky
1896,598,Tomáš Staněk,M,2018-01-12,5,230,2084.6,90,,True,True,90,zabovresky
1897,701,Josef Svatoš,M,2017-05-17,6,105,2122.1,90,,True,True,90,zabovresky
1898,796,Filip Macháček,M,2017-11-27,5,-89,2080.0,90,,True,True,90,zabovresky
1899,941,Jozef Svatoš,M,2016-08-16,7,14,2160.28,90,,True,False,90,zabovresky
1900,1012,Anton Urban,M,2017-09-15,5,-16,2080.0,90,,True,True,90,zabovresky
1901,1040,Peter Novák,M,2018-12-05,4,-97,2040.0,90,,True,True,90,zabovresky
1902,1079,Peter Pekař,M,2021-01-18,2,224,4.48,90,,True,False,90,zabovresky
1903,1131,Miroslav Marek,M,2020-01-14,3,229,2004.58,90,,True,True,90,zabovresky
1904,1307,Štefan Konečný,M,2016-11-23,6,-85,2120.0,90,,True,True,90,zabovresky
1905,1610,Anna Křížová,F,2016-07-27,7,34,2160.68,90,,True,False,90,zabovresky
1906,1656,Barbora Konečná,F,2020-07-20,3,41,2000.82,90,,True,True,90,zabovresky
1907,1820,Helena Jelínková,F,2017-11-09,5,-71,2080.0,90,,True,True,90,zabovresky
1908,2285,Monika Procházková,F,2018-05-07,5,115,2082.3,90,,True,True,90,zabovresky
1909,2301,Monika Urbanová,F,2020-04-13,3,139,2002.78,90,,True,True,90,zabovresky
1910,2312,Monika Kopecká,F,2017-12-19,5,-111,2080.0,90,,True,True,90,zabovresky
1911,2339,Natálie Matějová,F,2019-04-15,4,137,2042.74,90,,True,True,90,zabovresky
1912,2343,Natálie Pechová,F,2020-10-15,2,-46,1000.0,90,,True,False,90,zabovresky
1913,2660,Tereza Jelínková,F,2018-04-11,5,141,2082.82,90,,True,True,90,zabovresky
1914,2849,Andrea Němcová,F,2021-08-03,2,27,0.54,90,,True,False,90,zabovresky
1915,2938,Daniela Tichá,F,2018-12-25,4,-117,2040.0,90,,True,True,90,zabovresky
1916,3056,Gabriela Konečná,F,2018-06-03,5,88,2081.76,90,,True,True,90,zabovresky
1917,3088,Irena Horáková,F,2020-08-13,3,17,2000.34,90,,True,True,90,zabovresky
1918,3141,Kamila Urbanová,F,2019-05-23,4,99,2041.98,90,,True,True,90,zabovresky
1919,132,Jiří Urban,M,2017-04-09,6,143,2122.86,87,,True,True,87,kralovo_pole
1920,158,Jiří Staněk,M,2021-07-29,2,32,0.64,87,,True,False,87,kralovo_pole
1921,254,Pavel Hájek,M,2021-03-08,2,175,3.5,87,,True,False,87,kralovo_pole
1922,531,Václav Marek,M,2018-06-23,5,68,2081.36,87,,True,True,87,kralovo_pole
1923,614,Radim Hájek,M,2017-07-02,6,59,2121.18,87,,True,True,87,kralovo_pole
1924,846,Milan Kovařík,M,2018-12-26,4,-118,2040.0,87,,True,True,87,kralovo_pole
1925,1071,Peter Kříž,M,2016-12-03,6,-95,2120.0,87,,True,True,87,kralovo_pole
1926,1083,Andrej Dvořák,M,2021-04-16,2,136,2.72,87,,True,False,87,kralovo_pole
1927,1092,Andrej Urban,M,2016-07-29,7,32,2160.64,87,,True,False,87,kralovo_pole
1928,1126,Miroslav Kovařík,M,2016-07-21,7,40,2160.8,87,61.0,True,False,87,kralovo_pole
1929,1156,Miroslav Macháček,M,2017-04-12,6,140,2122.8,87,78.0,True,True,87,kralovo_pole
1930,1615,Anna Bílá,F,2017-07-13,6,48,2120.96,87,,True,True,87,kralovo_pole
1931,1744,Eva Šimková,F,2021-03-17,2,166,3.3200000000000003,87,,True,False,87,kralovo_pole
1932,1885,Jana Procházková,F,2017-01-01,6,241,2124.82,87,,True,True,87,kralovo_pole
1933,1923,Karolína Dvořáková,F,2021-05-13,2,109,2.18,87,,True,False,87,kralovo_pole
1934,1968,Kateřina Horáková,F,2019-11-07,3,-69,2000.0,87,,True,True,87,kralovo_pole
