,dite_id,jmeno,pohlavi,datum_narozeni,spadova_skolka,skolka_sourozence,bydliste_brno,prodlouzena_dochazka
3125,3125,Monika Test Procházková,F,2021-12-25,76,-1,True,False
3556,3556,Tereza Test Černá,F,2022-07-15,51,-1,True,False
3841,3841,Blanka Test Svobodová,F,2020-10-04,5,-1,True,False
2108,2108,Robin Test Mach,M,2022-08-18,137,-1,True,False
3877,3877,Blanka Test Tesařová,F,2021-03-27,125,-1,True,False
120,120,Tomáš Test Tomáš,M,2020-04-07,14,-1,True,False
3833,3833,Andrea Test Stará,F,2021-06-18,15,-1,True,False
2381,2381,Barbora Test Marečková,F,2022-06-16,95,-1,True,False
491,491,Adam Test Marek,M,2022-01-11,120,-1,True,False
3514,3514,Soňa Test Křížová,F,2022-07-17,104,-1,True,False
210,210,Martin Test Beneš,M,2020-11-24,1,-1,True,False
102,102,Tomáš Test Kovařík,M,2021-08-08,5,-1,True,False
2923,2923,Lucia Test Málková,F,2021-09-20,124,-1,True,False
960,960,Aleš Test Novák,M,2021-07-31,113,-1,True,False
533,533,Jakub Test Procházka,M,2021-04-09,72,-1,True,False
3876,3876,Blanka Test Havlíčková,F,2022-01-22,11,-1,True,False
3976,3976,Dominika Test Smetanová,F,2017-10-01,-1,-1,False,False
2504,2504,Hana Test Horáková,F,2020-09-13,14,-1,True,False
4132,4132,Kamila Test Černá,F,2022-01-27,21,-1,True,False
2378,2378,Barbora Test Králová,F,2021-02-25,137,-1,True,False
4540,4540,Nela Test Zábranská,F,2021-05-07,45,-1,True,False
184,184,Jiří Test Martínek,M,2021-02-28,138,-1,True,False
53,53,Petr Test Procházka,M,2019-09-12,91,-1,True,False
2496,2496,Hana Test Nováková,F,2022-08-28,99,-1,True,False
2190,2190,Josef Test Kříž,M,2020-12-10,42,-1,True,False
3068,3068,Marta Test Švadlenková,F,2021-08-02,113,118,True,False
3332,3332,Pavlína Test Jelínková,F,2021-05-23,124,-1,True,False
4444,4444,Miloslava Test Zábranská,F,2020-10-06,133,-1,True,False
3861,3861,Blanka Test Urbanová,F,2020-09-09,40,-1,True,False
2078,2078,Robin Test Hájek,M,2018-07-27,-1,-1,False,False
804,804,Jaroslav Test Staněk,M,2021-07-17,3,-1,True,False
4212,4212,Lenka Test Havlíčková,F,2021-01-08,82,-1,True,False
1136,1136,Ivan Test Polák,M,2021-07-14,12,-1,True,False
3800,3800,Andrea Test Horáková,F,2022-05-02,113,-1,True,False
4300,4300,Vladislava Test Zábranská,F,2020-11-11,76,-1,True,False
240,240,Michal Test Novák,M,2021-07-10,14,-1,True,False
3272,3272,Patricia Test Horáková,F,2021-04-06,18,-1,True,True
806,806,Jaroslav Test Smetana,M,2021-06-06,65,-1,True,False
4567,4567,Štěpánka Test Veselá,F,2019-03-18,-1,-1,False,False
3020,3020,Marcela Test Švadlenková,F,2020-09-27,76,-1,True,False
2929,2929,Ludmila Test Svobodová,F,2021-05-30,19,-1,True,False
2489,2489,Eva Test Stará,F,2019-12-27,90,-1,True,False
2493,2493,Eva Test Hajná,F,2020-09-21,16,-1,True,False
1336,1336,Miroslav Test Martínek,M,2020-10-25,39,-1,True,False
49,49,Petr Test Svoboda,M,2017-11-20,-1,-1,False,False
2894,2894,Lucia Test Růžičková,F,2020-09-08,98,-1,True,False
2835,2835,Lenka Test Dvořáková,F,2021-02-04,91,-1,True,False
2148,2148,Jindřich Test Staněk,M,2022-07-09,107,-1,True,False
2089,2089,Robin Test Toman,M,2021-02-13,106,-1,True,False
752,752,Radim Test Polák,M,2022-08-22,13,-1,True,False
3366,3366,Petra Test Kučerová,F,2021-04-03,48,-1,True,False
4007,4007,Eliška Test Pechová,F,2021-01-30,120,-1,True,False
3269,3269,Patricia Test Procházková,F,2019-03-12,-1,-1,False,False
1905,1905,Vladislav Test Janda,M,2022-08-06,127,-1,True,False
3252,3252,Nikola Test Havlíčková,F,2020-12-18,91,-1,True,False
258,258,Michal Test Beneš,M,2020-07-11,136,-1,True,False
649,649,Václav Test Toman,M,2020-08-08,109,-1,True,True
4139,4139,Kamila Test Malá,F,2022-04-14,45,-1,True,False
1660,1660,Viktor Test Kratochvíl,M,2020-12-06,122,-1,True,False
3819,3819,Andrea Test Vondráčková,F,2022-06-18,97,-1,True,False
446,446,Marek Test Hájek,M,2020-10-01,38,-1,True,False
4376,4376,Květoslava Test Horáková,F,2019-10-25,21,-1,True,False
2613,2613,Ivana Test Urbanová,F,2021-12-19,36,36,True,False
4304,4304,Vladislava Test Kopecká,F,2021-06-08,5,-1,True,False
1607,1607,Patrik Test Vávra,M,2021-01-12,73,73,True,False
1532,1532,Štefan Test Mach,M,2019-01-13,-1,-1,False,False
518,518,Adam Test Smetana,M,2021-08-17,83,-1,True,False
1785,1785,Samuel Test Němec,M,2018-12-20,-1,-1,False,False
3260,3260,Nikola Test Švadlenková,F,2021-07-10,46,-1,True,False
562,562,Jakub Test Dušek,M,2020-03-05,23,-1,True,False
2518,2518,Hana Test Hájková,F,2019-01-20,-1,-1,False,False
1372,1372,Richard Test Kratochvíl,M,2022-02-06,88,-1,True,False
3891,3891,Daniela Test Dvořáková,F,2021-01-28,137,-1,True,False
1181,1181,Anton Test Kadlec,M,2020-03-22,133,-1,True,False
1793,1793,Samuel Test Růžička,M,2020-11-30,70,-1,True,False
3382,3382,Petra Test Hájková,F,2021-08-03,6,-1,True,False
3676,3676,Zdeňka Test Zábranská,F,2020-10-26,64,-1,True,False
2860,2860,Lenka Test Zábranská,F,2020-09-12,2,-1,True,False
3948,3948,Dominika Test Pospíšilová,F,2021-05-25,84,-1,True,False
2449,2449,Eva Test Svobodová,F,2022-01-20,59,-1,True,False
3741,3741,Zuzana Test Hajná,F,2021-03-25,41,-1,True,False
1363,1363,Richard Test Bílý,M,2021-02-11,66,-1,True,False
2279,2279,Štěpán Test Vávra,M,2020-09-15,102,-1,True,True
3261,3261,Nikola Test Hajná,F,2020-11-20,84,-1,True,True
3572,3572,Tereza Test Jelínková,F,2018-07-14,-1,-1,False,False
1159,1159,Anton Test Veselý,M,2021-04-01,91,-1,True,False
2274,2274,Štěpán Test Beneš,M,2020-10-16,67,-1,True,False
1789,1789,Samuel Test Soukup,M,2022-04-13,52,-1,True,False
2461,2461,Eva Test Marešová,F,2020-08-12,29,-1,True,False
1503,1503,Štefan Test Fiala,M,2022-02-19,41,-1,True,False
4249,4249,Stanislava Test Hlaváčková,F,2022-03-03,23,-1,True,False
1623,1623,Patrik Test Starý,M,2022-03-17,45,-1,True,False
2397,2397,Barbora Test Hajná,F,2021-06-18,25,-1,True,False
23,23,Jan Test Vávra,M,2020-10-19,37,-1,True,False
3772,3772,Alena Test Zábranská,F,2021-06-09,38,-1,True,False
4018,4018,Eliška Test Vlčková,F,2021-05-02,94,-1,True,False
1619,1619,Patrik Test Navrátil,M,2022-08-26,17,-1,True,False
1436,1436,Igor Test Mach,M,2018-10-17,-1,-1,False,False
2481,2481,Eva Test Křenková,F,2021-04-30,76,99,True,False
105,105,Tomáš Test Němec,M,2019-05-02,-1,-1,False,False
3707,3707,Zuzana Test Malá,F,2018-07-11,-1,-1,False,False
2927,2927,Lucia Test Weissová,F,2020-09-24,1,-1,True,False
2578,2578,Helena Test Vlčková,F,2021-01-27,21,-1,True,False
2351,2351,Anna Test Weissová,F,2018-10-04,-1,-1,False,False
1145,1145,Ivan Test Málek,M,2020-03-19,115,-1,True,False
88,88,Petr Test Martínek,M,2020-01-27,108,-1,True,False
4358,4358,Vladimíra Test Kočová,F,2021-08-27,92,92,True,False
114,114,Tomáš Test Beneš,M,2022-05-22,70,-1,True,False
1385,1385,Richard Test Málek,M,2021-08-29,100,-1,True,False
170,170,Jiří Test Konečný,M,2020-11-21,107,-1,True,False
4560,4560,Štěpánka Test Nováková,F,2020-09-08,132,-1,True,False
769,769,Jaroslav Test Svoboda,M,2022-05-25,40,-1,True,False
2833,2833,Lenka Test Svobodová,F,2020-11-15,12,-1,True,False
2056,2056,Miloslav Test Martínek,M,2022-01-21,51,-1,True,False
3328,3328,Pavlína Test Konečná,F,2020-04-06,127,-1,True,False
1715,1715,Erik Test Navrátil,M,2019-11-16,81,-1,True,False
4312,4312,Vladislava Test Smetanová,F,2019-07-29,-1,-1,False,False
1914,1914,Vladislav Test Švadlenka,M,2021-01-08,3,-1,True,False
3713,3713,Zuzana Test Kadlecová,F,2020-08-14,70,-1,True,False
1766,1766,Matúš Test Smetana,M,2019-09-30,0,-1,True,False
687,687,Jáchym Test Fiala,M,2021-03-29,28,-1,True,False
753,753,Radim Test Janda,M,2021-06-21,18,-1,True,False
599,599,Ondřej Test Vávra,M,2021-02-07,84,-1,True,False
4498,4498,Marie Test Vlčková,F,2021-12-07,76,-1,True,False
372,372,Lukáš Test Staněk,M,2019-12-09,79,-1,True,False
3886,3886,Blanka Test Mrázková,F,2021-11-10,106,-1,True,False
4377,4377,Květoslava Test Němcová,F,2019-08-17,-1,-1,False,False
3197,3197,Natálie Test Marečková,F,2019-03-02,-1,-1,False,False
894,894,Radek Test Kříž,M,2022-04-03,111,-1,True,False
3392,3392,Petra Test Kopecká,F,2021-10-31,48,-1,True,False
3544,3544,Soňa Test Smetanová,F,2020-09-10,30,-1,True,False
659,659,Václav Test Navrátil,M,2021-03-04,124,-1,True,False
4041,4041,Gabriela Test Němcová,F,2021-01-12,97,-1,True,False
657,657,Václav Test Janda,M,2022-01-01,68,-1,True,False
534,534,Jakub Test Kovařík,M,2019-06-28,-1,-1,False,False
1068,1068,Ján Test Urban,M,2020-05-15,113,-1,True,False
3762,3762,Alena Test Tichá,F,2020-11-15,79,-1,True,False
2879,2879,Lenka Test Weissová,F,2021-02-23,138,-1,True,False
590,590,Ondřej Test Hájek,M,2020-11-03,49,-1,True,False
2491,2491,Eva Test Málková,F,2021-06-12,129,-1,True,False
617,617,Ondřej Test Málek,M,2022-04-04,132,123,True,False
2407,2407,Denisa Test Veselá,F,2021-06-08,101,-1,True,False
2537,2537,Hana Test Stará,F,2021-09-13,120,116,True,False
4561,4561,Štěpánka Test Svobodová,F,2022-02-02,54,54,True,False
912,912,Filip Test Novák,M,2022-08-22,107,-1,True,False
3169,3169,Natálie Test Svobodová,F,2022-02-12,84,-1,True,False
2742,2742,Kateřina Test Kučerová,F,2020-11-06,31,-1,True,False
3287,3287,Patricia Test Pechová,F,2021-03-24,71,-1,True,False
1187,1187,Anton Test Navrátil,M,2020-07-26,67,-1,True,False
1190,1190,Anton Test Smetana,M,2020-12-12,16,-1,True,False
669,669,Václav Test Hajný,M,2020-07-06,52,52,True,False
1745,1745,Matúš Test Růžička,M,2020-11-29,83,83,True,False
3693,3693,Zdeňka Test Hajná,F,2021-04-22,38,-1,True,False
1026,1026,Milan Test Beneš,M,2022-04-25,104,-1,True,False
377,377,Lukáš Test Málek,M,2021-05-02,53,-1,True,False
1637,1637,Viktor Test Procházka,M,2021-05-04,107,-1,True,False
2661,2661,Jana Test Urbanová,F,2020-11-30,59,-1,True,False
564,564,Jakub Test Staněk,M,2021-06-02,85,-1,True,False
3335,3335,Pavlína Test Pechová,F,2022-02-09,76,-1,True,False
1032,1032,Milan Test Tomáš,M,2019-04-26,-1,-1,False,False
3498,3498,Simona Test Martínková,F,2021-06-15,77,-1,True,False
1536,1536,Juraj Test Novák,M,2020-10-08,21,-1,True,False
2829,2829,Klára Test Hajná,F,2022-04-09,100,-1,True,False
2228,2228,Karel Test Šimek,M,2021-02-08,132,-1,True,False
3193,3193,Natálie Test Hlaváčková,F,2020-06-27,105,-1,True,False
1171,1171,Anton Test Bílý,M,2021-01-26,35,-1,True,False
1451,1451,Vladimír Test Marek,M,2020-04-01,52,-1,True,False
4296,4296,Vladislava Test Šimková,F,2021-11-01,46,-1,True,False
4529,4529,Nela Test Kadlecová,F,2020-10-03,3,-1,True,False
4220,4220,Lenka Test Švadlenková,F,2021-01-29,16,-1,True,False
667,667,Václav Test Mareček,M,2021-02-16,46,-1,True,False
1588,1588,Patrik Test Černý,M,2021-03-22,79,-1,True,False
3692,3692,Zdeňka Test Švadlenková,F,2022-04-07,137,-1,True,False
3916,3916,Daniela Test Zábranská,F,2021-03-16,38,38,True,False
1024,1024,Milan Test Král,M,2020-10-28,76,-1,True,False
2158,2158,Jindřich Test Mrázek,M,2021-08-30,19,-1,True,False
3625,3625,Veronika Test Hlaváčková,F,2021-07-23,132,-1,True,False
1629,1629,Patrik Test Hajný,M,2020-12-11,120,-1,True,False
4287,4287,Vladislava Test Bílá,F,2021-05-04,76,-1,True,False
762,762,Radim Test Švadlenka,M,2020-11-29,10,-1,True,False
3893,3893,Daniela Test Procházková,F,2020-09-19,82,-1,True,False
651,651,Václav Test Vlček,M,2019-08-02,-1,-1,False,False
3441,3441,Renata Test Křenková,F,2020-05-01,18,-1,True,False
847,847,Josef Test Horváth,M,2021-08-09,5,-1,True,False
2839,2839,Lenka Test Veselá,F,2019-10-09,68,-1,True,False
2725,2725,Karolína Test Tesařová,F,2021-05-26,99,-1,True,False
3256,3256,Nikola Test Smetanová,F,2021-03-07,11,-1,True,False
1723,1723,Erik Test Mareček,M,2020-09-17,21,-1,True,False
3497,3497,Simona Test Stará,F,2022-06-25,21,-1,True,False
2682,2682,Jana Test Martínková,F,2020-11-28,47,-1,True,False
203,203,Martin Test Marek,M,2021-01-12,1,-1,True,False
4088,4088,Irena Test Horáková,F,2020-04-24,43,-1,True,False
2421,2421,Denisa Test Urbanová,F,2022-07-06,107,-1,True,False
1405,1405,Igor Test Soukup,M,2022-05-24,11,-1,True,False
863,863,Josef Test Weiss,M,2020-08-11,60,-1,True,False
4286,4286,Vladislava Test Růžičková,F,2018-09-19,-1,44,False,False
162,162,Jiří Test Beneš,M,2021-09-28,4,-1,True,False
3678,3678,Zdeňka Test Rýdlová,F,2021-06-05,137,-1,True,False
1700,1700,Erik Test Šimek,M,2020-10-23,49,-1,True,False
449,449,Marek Test Růžička,M,2020-08-19,73,-1,True,False
2779,2779,Kateřina Test Málková,F,2020-11-08,38,-1,True,False
3779,3779,Alena Test Tomášková,F,2018-07-08,-1,-1,False,False
1932,1932,Vladimír Test Urban,M,2022-02-16,28,-1,True,False
3201,3201,Natálie Test Křenková,F,2021-04-09,47,-1,True,False
1398,1398,Igor Test Kovařík,M,2021-06-30,102,-1,True,False
3546,3546,Soňa Test Martínková,F,2021-02-23,38,-1,True,False
237,237,Martin Test Hajný,M,2018-12-09,-1,-1,False,False
3593,3593,Tereza Test Stará,F,2020-01-12,46,-1,True,False
1337,1337,Miroslav Test Málek,M,2019-12-20,65,-1,True,False
4105,4105,Irena Test Hlaváčková,F,2018-10-06,-1,-1,False,False
1877,1877,Vladislav Test Procházka,M,2019-04-14,-1,-1,False,False
3102,3102,Michaela Test Rýdlová,F,2019-01-02,-1,-1,False,False
1653,1653,Viktor Test Svatoš,M,2022-05-29,14,-1,True,False
2144,2144,Jindřich Test Polák,M,2021-02-27,76,-1,True,False
1312,1312,Miroslav Test Král,M,2021-07-16,65,-1,True,True
2202,2202,Josef Test Švadlenka,M,2021-05-13,111,-1,True,False
1590,1590,Patrik Test Kovařík,M,2021-01-30,38,-1,True,False
4589,4589,Štěpánka Test Marečková,F,2021-01-16,78,-1,True,False
3864,3864,Blanka Test Šimková,F,2021-12-19,37,48,True,False
3796,3796,Andrea Test Černá,F,2021-04-29,67,-1,True,False
1025,1025,Milan Test Růžička,M,2020-01-22,118,-1,True,False
4302,4302,Vladislava Test Rýdlová,F,2020-09-13,132,-1,True,False
2366,2366,Barbora Test Růžičková,F,2019-03-16,-1,-1,False,False
4059,4059,Gabriela Test Vondráčková,F,2018-09-18,-1,-1,False,False
1844,1844,Stanislav Test Šimek,M,2020-10-28,79,-1,True,False
1498,1498,Štefan Test Pospíšil,M,2021-07-20,46,-1,True,False
3377,3377,Petra Test Kadlecová,F,2020-08-20,108,-1,True,False
1429,1429,Igor Test Pekař,M,2019-12-20,104,-1,True,False
1163,1163,Anton Test Marek,M,2020-04-10,54,-1,True,False
3850,3850,Blanka Test Křížová,F,2021-05-22,101,-1,True,False
887,887,Radek Test Vávra,M,2022-04-20,31,-1,True,False
4233,4233,Stanislava Test Němcová,F,2019-04-11,-1,-1,False,False
641,641,Václav Test Růžička,M,2019-09-14,4,-1,True,False
2,2,Jan Test Novotný,M,2021-08-31,25,-1,True,False
4297,4297,Vladislava Test Hlaváčková,F,2020-11-19,107,-1,True,False
2888,2888,Lucia Test Horáková,F,2020-01-19,24,-1,True,True
718,718,Jáchym Test Mrázek,M,2022-02-03,99,-1,True,False
4273,4273,Vladislava Test Svobodová,F,2022-03-19,120,-1,True,False
1295,1295,Andrej Test Weiss,M,2018-11-26,-1,-1,False,False
2673,2673,Jana Test Křenková,F,2022-04-19,50,-1,True,False
3917,3917,Daniela Test Marečková,F,2018-10-31,-1,-1,False,False
2142,2142,Jindřich Test Kříž,M,2020-12-12,98,-1,True,False
3298,3298,Patricia Test Vlčková,F,2019-10-27,5,-1,True,False
2470,2470,Eva Test Hájková,F,2020-11-16,111,-1,True,False
3845,3845,Blanka Test Procházková,F,2022-04-11,38,-1,True,False
18,18,Jan Test Beneš,M,2022-05-17,92,-1,True,False
4279,4279,Vladislava Test Veselá,F,2021-05-20,120,-1,True,False
2413,2413,Denisa Test Marešová,F,2020-11-21,54,-1,True,False
1125,1125,Ivan Test Svatoš,M,2021-03-07,15,-1,True,False
1566,1566,Juraj Test Kříž,M,2020-12-21,18,-1,True,False
249,249,Michal Test Němec,M,2021-07-07,115,-1,True,False
3968,3968,Dominika Test Kopecká,F,2019-10-14,20,-1,True,False
2459,2459,Eva Test Malá,F,2018-07-29,-1,-1,False,False
4151,4151,Kamila Test Pechová,F,2017-11-18,-1,-1,False,False
664,664,Václav Test Martínek,M,2019-10-17,54,-1,True,False
1118,1118,Ivan Test Hájek,M,2022-05-13,58,43,True,False
2611,2611,Ivana Test Matějová,F,2022-02-17,99,-1,True,False
1609,1609,Patrik Test Toman,M,2022-01-23,64,-1,True,False
4154,4154,Kamila Test Králová,F,2021-06-16,49,-1,True,False
2843,2843,Lenka Test Malá,F,2022-05-24,9,-1,True,False
4439,4439,Miloslava Test Pechová,F,2018-04-02,-1,-1,False,False
1479,1479,Vladimír Test Starý,M,2022-08-04,23,-1,True,False
2525,2525,Hana Test Marečková,F,2021-08-20,79,-1,True,False
665,665,Václav Test Málek,M,2020-09-09,26,-1,True,False
3459,3459,Simona Test Dvořáková,F,2021-03-13,132,-1,True,False
4467,4467,Marie Test Dvořáková,F,2021-11-20,110,-1,True,False
561,561,Jakub Test Janda,M,2022-03-19,110,-1,True,False
3241,3241,Nikola Test Hlaváčková,F,2021-10-13,98,-1,True,False
2175,2175,Josef Test Fiala,M,2021-03-28,79,-1,True,False
3333,3333,Pavlína Test Urbanová,F,2020-09-04,17,-1,True,False
1821,1821,Samuel Test Hajný,M,2021-05-03,104,-1,True,False
2838,2838,Lenka Test Kučerová,F,2022-04-04,81,-1,True,False
1852,1852,Stanislav Test Kratochvíl,M,2021-04-12,85,-1,True,False
1170,1170,Anton Test Beneš,M,2019-12-18,72,-1,True,False
1091,1091,Ján Test Navrátil,M,2022-03-01,13,-1,True,False
335,335,Pavel Test Weiss,M,2021-05-20,32,131,True,False
4374,4374,Květoslava Test Kučerová,F,2020-12-24,12,20,True,False
268,268,Michal Test Kratochvíl,M,2021-01-21,138,-1,True,False
4221,4221,Lenka Test Hajná,F,2022-02-03,87,-1,True,False
1121,1121,Ivan Test Růžička,M,2022-02-02,32,-1,True,False
1302,1302,Miroslav Test Kovařík,M,2021-01-09,86,-1,True,False
1107,1107,Ivan Test Dvořák,M,2021-10-09,62,28,True,False
958,958,Filip Test Mrázek,M,2020-09-17,20,-1,True,False
3866,3866,Blanka Test Králová,F,2021-02-18,129,98,True,False
858,858,Josef Test Švadlenka,M,2021-03-04,71,-1,True,False
2664,2664,Jana Test Šimková,F,2021-01-18,1,-1,True,False
2040,2040,Miloslav Test Tomáš,M,2019-01-27,-1,-1,False,False
70,70,Petr Test Mareš,M,2021-08-01,103,-1,True,False
2014,2014,Kamil Test Mrázek,M,2021-02-06,106,-1,True,False
699,699,Jáchym Test Vlček,M,2021-12-07,14,-1,True,False
932,932,Filip Test Šimek,M,2019-01-19,-1,-1,False,False
3487,3487,Simona Test Benešová,F,2021-03-02,4,-1,True,False
1198,1198,Anton Test Mrázek,M,2018-01-07,-1,-1,False,False
312,312,Pavel Test Tomáš,M,2022-04-08,58,-1,True,False
1442,1442,Vladimír Test Novotný,M,2020-05-16,75,-1,True,False
3297,3297,Patricia Test Křenková,F,2021-01-05,32,6,True,False
370,370,Lukáš Test Dušek,M,2021-04-20,52,-1,True,False
3944,3944,Dominika Test Horáková,F,2020-11-10,48,-1,True,False
2771,2771,Kateřina Test Tomášková,F,2021-04-01,59,-1,True,False
3243,3243,Nikola Test Vondráčková,F,2021-09-25,68,-1,True,False
2043,2043,Miloslav Test Vlček,M,2021-03-03,8,-1,True,False
1947,1947,Vladimír Test Vlček,M,2021-01-07,12,-1,True,True
2120,2120,Jindřich Test Horák,M,2019-04-04,-1,-1,False,False
2063,2063,Miloslav Test Weiss,M,2022-07-22,59,-1,True,False
2776,2776,Kateřina Test Smetanová,F,2019-10-14,104,-1,True,False
3031,3031,Marta Test Veselá,F,2020-10-13,67,-1,True,False
4329,4329,Vladimíra Test Němcová,F,2022-08-17,101,-1,True,False
1242,1242,Peter Test Švadlenka,M,2021-07-11,127,-1,True,False
3860,3860,Blanka Test Jelínková,F,2021-12-27,45,-1,True,False
1726,1726,Erik Test Mrázek,M,2018-06-07,-1,-1,False,False
1448,1448,Vladimír Test Horák,M,2020-12-04,38,-1,True,False
4045,4045,Gabriela Test Marešová,F,2021-03-01,68,68,True,False
1000,1000,Aleš Test Martínek,M,2020-09-25,30,-1,True,False
616,616,Ondřej Test Martínek,M,2020-07-17,18,-1,True,False
4061,4061,Gabriela Test Marečková,F,2020-11-15,16,-1,True,False
827,827,Josef Test Marek,M,2022-06-25,5,-1,True,False
1645,1645,Viktor Test Soukup,M,2019-07-28,-1,8,False,False
2920,2920,Lucia Test Smetanová,F,2022-03-18,123,112,True,False
797,797,Jaroslav Test Kadlec,M,2021-06-10,13,-1,True,False
3044,3044,Marta Test Jelínková,F,2022-03-07,99,-1,True,False
4419,4419,Miloslava Test Dvořáková,F,2022-03-20,121,-1,True,False
3153,3153,Monika Test Křenková,F,2021-06-14,79,-1,True,True
3109,3109,Michaela Test Tesařová,F,2021-06-17,84,-1,True,False
1572,1572,Juraj Test Staněk,M,2019-09-09,78,-1,True,False
974,974,Aleš Test Hájek,M,2019-08-26,-1,-1,False,False
3326,3326,Pavlína Test Růžičková,F,2020-12-12,136,-1,True,False
2434,2434,Denisa Test Vlčková,F,2022-02-23,117,-1,True,False
2628,2628,Ivana Test Havlíčková,F,2021-06-04,23,-1,True,False
2191,2191,Josef Test Horváth,M,2020-02-08,48,-1,True,False
2263,2263,Štěpán Test Veselý,M,2019-01-25,-1,-1,False,False
298,298,Pavel Test Pospíšil,M,2022-05-06,65,-1,True,False
4185,4185,Lenka Test Němcová,F,2021-04-10,116,-1,True,False
2924,2924,Lucia Test Švadlenková,F,2021-06-27,92,-1,True,False
3563,3563,Tereza Test Malá,F,2019-02-19,-1,-1,False,False
1516,1516,Štefan Test Kratochvíl,M,2021-04-08,72,-1,True,False
1579,1579,Juraj Test Mareček,M,2020-08-07,16,-1,True,False
1033,1033,Milan Test Toman,M,2020-10-03,84,-1,True,False
3120,3120,Monika Test Nováková,F,2021-11-08,0,-1,True,False
3294,3294,Patricia Test Rýdlová,F,2020-01-09,45,-1,True,False
4002,4002,Eliška Test Tichá,F,2020-10-29,58,-1,True,False
81,81,Petr Test Janda,M,2020-06-02,68,-1,True,False
969,969,Aleš Test Němec,M,2021-02-27,114,-1,True,False
1300,1300,Miroslav Test Černý,M,2021-08-25,121,-1,True,False
4062,4062,Gabriela Test Rýdlová,F,2022-07-25,54,-1,True,False
2271,2271,Štěpán Test Fiala,M,2022-05-21,58,-1,True,False
1775,1775,Matúš Test Weiss,M,2021-10-15,87,-1,True,False
394,394,David Test Pospíšil,M,2022-05-13,126,-1,True,False
362,362,Lukáš Test Konečný,M,2022-03-26,31,-1,True,False
828,828,Josef Test Urban,M,2021-06-30,127,-1,True,False
4446,4446,Miloslava Test Rýdlová,F,2022-03-28,16,-1,True,False
1963,1963,Vladimír Test Mareček,M,2022-04-03,15,-1,True,False
3440,3440,Renata Test Kopecká,F,2020-12-14,120,-1,True,False
2102,2102,Robin Test Smetana,M,2022-03-29,82,-1,True,False
4489,4489,Marie Test Hlaváčková,F,2020-12-25,15,-1,True,False
1875,1875,Vladislav Test Dvořák,M,2020-10-08,38,-1,True,False
3569,3569,Tereza Test Kadlecová,F,2021-04-27,92,-1,True,False
1314,1314,Miroslav Test Beneš,M,2020-08-16,49,-1,True,True
2020,2020,Miloslav Test Černý,M,2021-09-12,121,-1,True,False
3997,3997,Eliška Test Marešová,F,2020-07-31,79,-1,True,False
1713,1713,Erik Test Janda,M,2022-04-29,65,-1,True,False
1346,1346,Richard Test Novotný,M,2021-06-08,135,-1,True,False
1036,1036,Milan Test Kratochvíl,M,2020-09-13,21,-1,True,False
3007,3007,Marcela Test Benešová,F,2021-07-16,84,-1,True,False
825,825,Josef Test Němec,M,2019-12-21,93,-1,True,False
3246,3246,Nikola Test Rýdlová,F,2020-07-28,39,-1,True,False
2076,2076,Robin Test Urban,M,2021-01-21,129,-1,True,False
4120,4120,Irena Test Smetanová,F,2021-03-18,135,-1,True,False
1088,1088,Ján Test Polák,M,2020-10-27,18,-1,True,False
157,157,Jiří Test Soukup,M,2022-08-19,70,28,True,False
2265,2265,Štěpán Test Němec,M,2021-02-18,115,-1,True,False
2636,2636,Ivana Test Švadlenková,F,2018-12-04,-1,-1,False,False
3754,3754,Alena Test Křížová,F,2022-01-22,17,-1,True,False
542,542,Jakub Test Hájek,M,2021-01-25,54,-1,True,False
3631,3631,Veronika Test Benešová,F,2021-03-04,72,-1,True,False
36,36,Jan Test Staněk,M,2021-09-24,128,-1,True,False
874,874,Radek Test Pospíšil,M,2020-11-11,76,-1,True,False
4352,4352,Vladimíra Test Kopecká,F,2021-06-05,10,-1,True,False
1640,1640,Viktor Test Horák,M,2021-08-27,5,-1,True,False
2956,2956,Ludmila Test Zábranská,F,2019-07-27,-1,-1,False,False
924,924,Filip Test Urban,M,2020-09-14,43,-1,True,False
2573,2573,Helena Test Marečková,F,2022-06-14,117,-1,True,False
2495,2495,Eva Test Weissová,F,2020-12-28,41,-1,True,False
2719,2719,Karolína Test Benešová,F,2022-01-10,65,-1,True,False
2656,2656,Jana Test Konečná,F,2022-07-20,1,-1,True,False
3264,3264,Patricia Test Nováková,F,2021-03-02,50,-1,True,False
3665,3665,Zdeňka Test Kadlecová,F,2018-01-03,-1,-1,False,False
121,121,Tomáš Test Toman,M,2019-12-18,94,-1,True,False
4518,4518,Nela Test Kučerová,F,2021-04-28,17,-1,True,False
2653,2653,Jana Test Marešová,F,2022-03-27,95,95,True,False
537,537,Jakub Test Němec,M,2022-02-13,135,-1,True,False
930,930,Filip Test Beneš,M,2020-01-25,37,-1,True,False
1691,1691,Erik Test Marek,M,2021-08-14,23,-1,True,False
4426,4426,Miloslava Test Křížová,F,2019-07-12,-1,-1,False,False
3421,3421,Renata Test Marešová,F,2021-12-06,111,111,True,False
3015,3015,Marcela Test Šťastná,F,2021-09-22,68,-1,True,False
5,5,Jan Test Procházka,M,2021-02-18,80,-1,True,False
1995,1995,Kamil Test Vlček,M,2020-12-14,117,-1,True,False
4495,4495,Marie Test Benešová,F,2020-12-05,124,-1,True,False
1783,1783,Samuel Test Veselý,M,2022-01-23,9,-1,True,True
