,id_dite,jmeno,pohlavi,datum_narozeni,vek,vek_dny_srpen31,body_za_vek_roky,body_za_vek_dny,spadova_skolka,skolka_sourozence,bydliste_brno,prioritni_vek,prodlouzena_dochazka
1774,1774,Hana Růžičková,F,2019-06-20,4,71,2040,1.42,0,,True,True,False
1775,1775,Hana Bílá,F,2018-01-12,5,230,2080,4.6000000000000005,0,,True,True,False
1776,1776,Hana Konečná,F,2018-03-09,5,174,2080,3.48,3,,True,True,False
1777,1777,Hana Kadlecová,F,2020-01-24,3,219,2000,4.38,1,,True,True,False
1778,1778,Hana Tichá,F,2019-08-09,4,21,2040,0.42,3,,False,True,False
1779,1779,Hana Matějová,F,2017-10-14,5,-45,2080,0.0,2,,True,True,False
1780,1780,Hana Jelínková,F,2017-06-28,6,63,2120,1.26,3,,False,True,False
1781,1781,Hana Urbanová,F,2021-02-26,2,185,0,3.7,3,,True,False,False
1782,1782,Hana Hájková,F,2018-11-08,4,-70,2040,0.0,1,,True,True,False
1783,1783,Hana Pechová,F,2016-09-22,6,-23,2120,0.0,1,,True,True,False
1784,1784,Hana Šimková,F,2021-03-31,2,152,0,3.04,0,,True,False,False
1785,1785,Hana Hlaváčková,F,2020-04-12,3,140,2000,2.8000000000000003,2,3.0,True,True,False
1786,1786,Hana Králová,F,2019-04-10,4,142,2040,2.84,2,,True,True,False
1787,1787,Hana Vondráčková,F,2021-06-12,2,79,0,1.58,2,,True,False,False
1788,1788,Hana Zábranská,F,2018-10-07,4,-38,2040,0.0,2,,True,True,False
1789,1789,Hana Marečková,F,2021-03-29,2,154,0,3.08,0,,True,False,False
1790,1790,Hana Rýdlová,F,2021-08-03,2,27,0,0.54,1,,True,False,False
1791,1791,Hana Benešová,F,2017-03-09,6,174,2120,3.48,3,,True,True,False
1792,1792,Hana Kopecká,F,2017-08-27,6,3,2120,0.06,0,,True,True,False
1793,1793,Hana Křenková,F,2019-02-26,4,185,2040,3.7,3,,True,True,False
1794,1794,Hana Vlčková,F,2018-05-07,5,115,2080,2.3000000000000003,0,,True,True,False
1795,1795,Hana Tomášková,F,2018-05-26,5,96,2080,1.92,1,,True,True,False
1796,1796,Hana Havlíčková,F,2021-04-12,2,140,0,2.8000000000000003,3,3.0,True,False,False
1797,1797,Hana Tesařová,F,2016-08-13,7,17,2160,0.34,1,,True,False,False
1798,1798,Hana Kočová,F,2017-11-19,5,-81,2080,0.0,3,,True,True,False
1799,1799,Hana Šťastná,F,2020-06-13,3,78,2000,1.56,3,,True,True,False
1800,1800,Helena Nováková,F,2018-01-03,5,239,2080,4.78,2,,True,True,False
1801,1801,Helena Svobodová,F,2018-06-04,5,87,2080,1.74,0,,True,True,False
1802,1802,Helena Novotná,F,2021-08-05,2,25,0,0.5,1,,True,False,False
1803,1803,Helena Dvořáková,F,2017-08-14,6,16,2120,0.32,1,,True,True,False
1804,1804,Helena Černá,F,2018-04-12,5,140,2080,2.8000000000000003,0,1.0,True,True,False
1805,1805,Helena Procházková,F,2017-05-23,6,99,2120,1.98,2,,True,True,True
1806,1806,Helena Kučerová,F,2019-10-17,3,-48,2000,0.0,1,,True,True,False
1807,1807,Helena Veselá,F,2016-08-31,6,-1,2120,0.0,0,,True,True,False
1808,1808,Helena Horáková,F,2018-02-03,5,208,2080,4.16,1,,True,True,False
1809,1809,Helena Němcová,F,2020-03-11,3,172,2000,3.44,1,,True,True,False
1810,1810,Helena Křížová,F,2017-02-05,6,206,2120,4.12,1,,True,True,False
1811,1811,Helena Malá,F,2017-05-30,6,92,2120,1.84,1,,True,True,False
1812,1812,Helena Pospíšilová,F,2021-05-05,2,117,0,2.34,2,,True,False,False
1813,1813,Helena Marešová,F,2021-06-21,2,70,0,1.4000000000000001,1,,True,False,False
1814,1814,Helena Růžičková,F,2017-03-25,6,158,2120,3.16,1,,True,True,False
1815,1815,Helena Bílá,F,2018-02-08,5,203,2080,4.0600000000000005,0,,True,True,False
1816,1816,Helena Konečná,F,2017-07-07,6,54,2120,1.08,1,,True,True,False
1817,1817,Helena Kadlecová,F,2016-09-10,6,-11,2120,0.0,3,,True,True,False
1818,1818,Helena Tichá,F,2018-01-18,5,224,2080,4.48,2,,True,True,False
1819,1819,Helena Matějová,F,2017-02-24,6,187,2120,3.74,2,,True,True,False
1820,1820,Helena Jelínková,F,2016-08-11,7,19,2160,0.38,1,,True,False,False
1821,1821,Helena Urbanová,F,2019-11-15,3,-77,2000,0.0,0,,True,True,False
1822,1822,Helena Hájková,F,2018-03-20,5,163,2080,3.2600000000000002,0,,True,True,False
1823,1823,Helena Pechová,F,2016-06-02,7,89,2160,1.78,0,,True,False,False
1824,1824,Helena Šimková,F,2016-10-22,6,-53,2120,0.0,2,,True,True,False
1825,1825,Helena Hlaváčková,F,2019-07-08,4,53,2040,1.06,2,,True,True,False
1826,1826,Helena Králová,F,2019-06-29,4,62,2040,1.24,1,,True,True,False
1827,1827,Helena Vondráčková,F,2019-05-03,4,119,2040,2.38,3,,True,True,False
1828,1828,Helena Zábranská,F,2017-12-28,5,-120,2080,0.0,0,1.0,True,True,False
1829,1829,Helena Marečková,F,2018-05-08,5,114,2080,2.2800000000000002,2,,True,True,False
1830,1830,Helena Rýdlová,F,2020-02-24,3,188,2000,3.7600000000000002,1,,True,True,False
1831,1831,Helena Benešová,F,2017-11-18,5,-80,2080,0.0,0,1.0,True,True,False
1832,1832,Helena Kopecká,F,2020-04-02,3,150,2000,3.0,1,,True,True,False
1833,1833,Helena Křenková,F,2017-10-07,5,-38,2080,0.0,1,,True,True,False
1834,1834,Helena Vlčková,F,2019-07-12,4,49,2040,0.98,2,,True,True,False
1835,1835,Helena Tomášková,F,2016-06-01,7,90,2160,1.8,0,,True,False,False
1836,1836,Helena Havlíčková,F,2018-02-10,5,201,2080,4.0200000000000005,3,,True,True,False
1837,1837,Helena Tesařová,F,2016-06-02,7,89,2160,1.78,2,,True,False,False
1838,1838,Helena Kočová,F,2018-11-24,4,-86,2040,0.0,0,,True,True,False
1839,1839,Helena Šťastná,F,2021-05-02,2,120,0,2.4,3,2.0,True,False,False
1840,1840,Ivana Nováková,F,2018-05-14,5,108,2080,2.16,3,,True,True,False
1841,1841,Ivana Svobodová,F,2020-12-24,2,-116,1000,0.0,2,,True,False,False
1842,1842,Ivana Novotná,F,2021-05-23,2,99,0,1.98,0,,True,False,True
1843,1843,Ivana Dvořáková,F,2021-07-04,2,57,0,1.1400000000000001,2,,True,False,False
1844,1844,Ivana Černá,F,2018-04-01,5,151,2080,3.02,2,,True,True,False
1845,1845,Ivana Procházková,F,2018-07-16,5,45,2080,0.9,2,,True,True,False
1846,1846,Ivana Kučerová,F,2019-06-25,4,66,2040,1.32,1,,True,True,True
1847,1847,Ivana Veselá,F,2018-05-05,5,117,2080,2.34,1,,True,True,False
1848,1848,Ivana Horáková,F,2020-07-09,3,52,2000,1.04,0,,True,True,False
1849,1849,Ivana Němcová,F,2018-11-11,4,-73,2040,0.0,1,,True,True,False
1850,1850,Ivana Křížová,F,2019-02-24,4,187,2040,3.74,1,,True,True,False
1851,1851,Ivana Malá,F,2018-12-12,4,-104,2040,0.0,0,,True,True,False
1852,1852,Ivana Pospíšilová,F,2021-03-24,2,159,0,3.18,0,,True,False,False
1853,1853,Ivana Marešová,F,2020-12-07,2,-99,1000,0.0,1,,True,False,True
1854,1854,Ivana Růžičková,F,2019-07-07,4,54,2040,1.08,3,,True,True,False
1855,1855,Ivana Bílá,F,2020-05-26,3,96,2000,1.92,3,,True,True,False
1856,1856,Ivana Konečná,F,2018-03-11,5,172,2080,3.44,3,,True,True,False
1857,1857,Ivana Kadlecová,F,2017-06-25,6,66,2120,1.32,1,,True,True,True
1858,1858,Ivana Tichá,F,2017-05-25,6,97,2120,1.94,2,,True,True,False
1859,1859,Ivana Matějová,F,2017-08-12,6,18,2120,0.36,0,,True,True,False
1860,1860,Ivana Jelínková,F,2019-09-12,3,-13,2000,0.0,0,,True,True,False
1861,1861,Ivana Urbanová,F,2020-11-01,2,-63,1000,0.0,2,,False,False,False
1862,1862,Ivana Hájková,F,2020-10-02,2,-33,1000,0.0,0,,True,False,True
1863,1863,Ivana Pechová,F,2016-08-21,7,9,2160,0.18,0,,True,False,False
1864,1864,Ivana Šimková,F,2020-04-23,3,129,2000,2.58,3,,True,True,False
1865,1865,Ivana Hlaváčková,F,2020-11-07,2,-69,1000,0.0,0,,True,False,False
1866,1866,Ivana Králová,F,2017-08-31,5,-1,2080,0.0,0,,True,True,False
1867,1867,Ivana Vondráčková,F,2020-11-19,2,-81,1000,0.0,2,,True,False,False
1868,1868,Ivana Zábranská,F,2018-04-16,5,136,2080,2.72,0,,True,True,False
1869,1869,Ivana Marečková,F,2018-05-05,5,117,2080,2.34,0,,True,True,False
1870,1870,Ivana Rýdlová,F,2020-05-17,3,105,2000,2.1,2,,False,True,False
1871,1871,Ivana Benešová,F,2020-08-27,3,3,2000,0.06,1,,True,True,False
1872,1872,Ivana Kopecká,F,2019-02-20,4,191,2040,3.8200000000000003,0,,True,True,False
1873,1873,Ivana Křenková,F,2019-03-20,4,163,2040,3.2600000000000002,1,,True,True,False
1874,1874,Ivana Vlčková,F,2021-04-02,2,150,0,3.0,1,,True,False,False
1875,1875,Ivana Tomášková,F,2021-04-08,2,144,0,2.88,1,,True,False,False
1876,1876,Ivana Havlíčková,F,2017-01-11,6,231,2120,4.62,3,,False,True,True
1877,1877,Ivana Tesařová,F,2019-05-14,4,108,2040,2.16,1,,True,True,False
1878,1878,Ivana Kočová,F,2019-07-18,4,43,2040,0.86,0,,True,True,False
1879,1879,Ivana Šťastná,F,2019-06-28,4,63,2040,1.26,0,,False,True,False
1880,1880,Jana Nováková,F,2019-01-02,4,240,2040,4.8,2,1.0,True,True,False
1881,1881,Jana Svobodová,F,2018-03-20,5,163,2080,3.2600000000000002,0,,True,True,False
1882,1882,Jana Novotná,F,2020-07-30,3,31,2000,0.62,2,,True,True,False
1883,1883,Jana Dvořáková,F,2016-06-02,7,89,2160,1.78,0,,True,False,False
1884,1884,Jana Černá,F,2019-04-18,4,134,2040,2.68,3,,True,True,False
1885,1885,Jana Procházková,F,2020-01-15,3,228,2000,4.5600000000000005,2,,True,True,False
1886,1886,Jana Kučerová,F,2017-12-08,5,-100,2080,0.0,1,1.0,True,True,False
1887,1887,Jana Veselá,F,2019-07-07,4,54,2040,1.08,2,,True,True,False
1888,1888,Jana Horáková,F,2016-06-24,7,67,2160,1.34,0,,True,False,False
1889,1889,Jana Němcová,F,2016-07-27,7,34,2160,0.68,0,,True,False,False
1890,1890,Jana Křížová,F,2020-03-08,3,175,2000,3.5,2,,True,True,False
1891,1891,Jana Malá,F,2019-12-31,3,-123,2000,0.0,2,,True,True,False
1892,1892,Jana Pospíšilová,F,2020-04-17,3,135,2000,2.7,0,,True,True,False
1893,1893,Jana Marešová,F,2017-09-28,5,-29,2080,0.0,1,,True,True,False
1894,1894,Jana Růžičková,F,2018-02-21,5,190,2080,3.8000000000000003,3,,True,True,False
1895,1895,Jana Bílá,F,2016-10-24,6,-55,2120,0.0,2,,True,True,False
1896,1896,Jana Konečná,F,2017-05-16,6,106,2120,2.12,2,,True,True,False
1897,1897,Jana Kadlecová,F,2021-01-12,2,230,0,4.6000000000000005,0,,True,False,False
1898,1898,Jana Tichá,F,2017-07-06,6,55,2120,1.1,3,,True,True,False
1899,1899,Jana Matějová,F,2016-10-22,6,-53,2120,0.0,2,,True,True,False
1900,1900,Jana Jelínková,F,2018-05-09,5,113,2080,2.2600000000000002,2,,True,True,False
1901,1901,Jana Urbanová,F,2020-05-08,3,114,2000,2.2800000000000002,3,,True,True,False
1902,1902,Jana Hájková,F,2017-12-26,5,-118,2080,0.0,2,,True,True,False
1903,1903,Jana Pechová,F,2018-06-16,5,75,2080,1.5,1,,True,True,False
1904,1904,Jana Šimková,F,2020-03-17,3,166,2000,3.3200000000000003,3,,True,True,False
1905,1905,Jana Hlaváčková,F,2018-11-17,4,-79,2040,0.0,0,,True,True,False
1906,1906,Jana Králová,F,2020-12-04,2,-96,1000,0.0,0,,True,False,False
1907,1907,Jana Vondráčková,F,2019-03-25,4,158,2040,3.16,2,,True,True,False
1908,1908,Jana Zábranská,F,2020-06-29,3,62,2000,1.24,2,,True,True,False
1909,1909,Jana Marečková,F,2018-04-06,5,146,2080,2.92,3,,True,True,False
1910,1910,Jana Rýdlová,F,2020-08-03,3,27,2000,0.54,2,,True,True,False
1911,1911,Jana Benešová,F,2019-02-26,4,185,2040,3.7,0,,True,True,False
1912,1912,Jana Kopecká,F,2020-03-11,3,172,2000,3.44,1,,True,True,False
1913,1913,Jana Křenková,F,2019-08-13,4,17,2040,0.34,1,,True,True,False
1914,1914,Jana Vlčková,F,2018-08-16,5,14,2080,0.28,2,,True,True,False
1915,1915,Jana Tomášková,F,2020-07-20,3,41,2000,0.8200000000000001,3,,True,True,False
1916,1916,Jana Havlíčková,F,2018-07-17,5,44,2080,0.88,2,,True,True,False
1917,1917,Jana Tesařová,F,2017-07-20,6,41,2120,0.8200000000000001,0,,True,True,False
1918,1918,Jana Kočová,F,2021-01-07,2,235,0,4.7,0,,True,False,False
1919,1919,Jana Šťastná,F,2017-10-22,5,-53,2080,0.0,0,,True,True,False
1920,1920,Karolína Nováková,F,2018-02-23,5,188,2080,3.7600000000000002,2,,True,True,False
1921,1921,Karolína Svobodová,F,2018-01-25,5,217,2080,4.34,2,,True,True,False
1922,1922,Karolína Novotná,F,2019-01-13,4,229,2040,4.58,0,,True,True,False
1923,1923,Karolína Dvořáková,F,2021-04-19,2,133,0,2.66,3,,True,False,False
1924,1924,Karolína Černá,F,2017-08-25,6,5,2120,0.1,1,,True,True,False
1925,1925,Karolína Procházková,F,2017-03-03,6,180,2120,3.6,3,1.0,True,True,False
1926,1926,Karolína Kučerová,F,2017-08-12,6,18,2120,0.36,3,,True,True,False
1927,1927,Karolína Veselá,F,2016-11-10,6,-72,2120,0.0,3,,True,True,False
1928,1928,Karolína Horáková,F,2016-06-02,7,89,2160,1.78,3,,True,False,False
1929,1929,Karolína Němcová,F,2020-02-28,3,184,2000,3.68,2,,True,True,False
1930,1930,Karolína Křížová,F,2018-07-07,5,54,2080,1.08,3,,True,True,False
1931,1931,Karolína Malá,F,2020-04-23,3,129,2000,2.58,2,,True,True,False
1932,1932,Karolína Pospíšilová,F,2017-08-10,6,20,2120,0.4,3,3.0,True,True,False
1933,1933,Karolína Marešová,F,2017-10-27,5,-58,2080,0.0,1,,True,True,False
1934,1934,Karolína Růžičková,F,2016-07-14,7,47,2160,0.9400000000000001,1,,True,False,False
1935,1935,Karolína Bílá,F,2020-12-16,2,-108,1000,0.0,1,,True,False,False
1936,1936,Karolína Konečná,F,2017-10-27,5,-58,2080,0.0,0,,True,True,False
1937,1937,Karolína Kadlecová,F,2019-04-20,4,132,2040,2.64,3,,True,True,True
1938,1938,Karolína Tichá,F,2016-12-05,6,-97,2120,0.0,1,,True,True,False
1939,1939,Karolína Matějová,F,2018-08-09,5,21,2080,0.42,1,,False,True,False
1940,1940,Karolína Jelínková,F,2018-06-15,5,76,2080,1.52,2,,True,True,False
1941,1941,Karolína Urbanová,F,2018-01-15,5,227,2080,4.54,0,,True,True,False
1942,1942,Karolína Hájková,F,2019-08-05,4,25,2040,0.5,0,,True,True,False
1943,1943,Karolína Pechová,F,2016-06-06,7,85,2160,1.7,0,,True,False,False
1944,1944,Karolína Šimková,F,2020-11-19,2,-81,1000,0.0,3,,True,False,False
1945,1945,Karolína Hlaváčková,F,2017-11-14,5,-76,2080,0.0,2,,True,True,False
1946,1946,Karolína Králová,F,2017-10-30,5,-61,2080,0.0,2,,True,True,False
1947,1947,Karolína Vondráčková,F,2018-08-05,5,25,2080,0.5,3,,True,True,False
1948,1948,Karolína Zábranská,F,2016-11-11,6,-73,2120,0.0,2,,True,True,False
1949,1949,Karolína Marečková,F,2021-01-11,2,231,0,4.62,0,,False,False,True
1950,1950,Karolína Rýdlová,F,2018-01-24,5,218,2080,4.36,0,,True,True,False
1951,1951,Karolína Benešová,F,2018-12-30,4,-122,2040,0.0,1,,True,True,False
1952,1952,Karolína Kopecká,F,2021-02-05,2,206,0,4.12,0,,True,False,False
1953,1953,Karolína Křenková,F,2018-05-18,5,104,2080,2.08,1,,True,True,False
1954,1954,Karolína Vlčková,F,2016-11-18,6,-80,2120,0.0,0,1.0,True,True,False
1955,1955,Karolína Tomášková,F,2018-09-07,4,-8,2040,0.0,2,,True,True,False
1956,1956,Karolína Havlíčková,F,2020-12-11,2,-103,1000,0.0,0,,True,False,False
1957,1957,Karolína Tesařová,F,2018-04-13,5,139,2080,2.7800000000000002,2,,True,True,False
1958,1958,Karolína Kočová,F,2016-07-06,7,55,2160,1.1,0,,True,False,False
1959,1959,Karolína Šťastná,F,2019-07-29,4,32,2040,0.64,2,,True,True,False
1960,1960,Kateřina Nováková,F,2016-09-15,6,-16,2120,0.0,3,,True,True,False
1961,1961,Kateřina Svobodová,F,2018-07-23,5,38,2080,0.76,1,,True,True,False
1962,1962,Kateřina Novotná,F,2016-10-28,6,-59,2120,0.0,0,,True,True,False
1963,1963,Kateřina Dvořáková,F,2017-11-13,5,-75,2080,0.0,2,,True,True,False
1964,1964,Kateřina Černá,F,2020-01-21,3,222,2000,4.44,3,,True,True,False
1965,1965,Kateřina Procházková,F,2017-04-28,6,124,2120,2.48,2,,True,True,False
1966,1966,Kateřina Kučerová,F,2018-02-11,5,200,2080,4.0,3,2.0,True,True,False
1967,1967,Kateřina Veselá,F,2020-06-24,3,67,2000,1.34,0,,True,True,False
1968,1968,Kateřina Horáková,F,2019-03-11,4,172,2040,3.44,3,,True,True,False
1969,1969,Kateřina Němcová,F,2016-11-19,6,-81,2120,0.0,2,,True,True,False
1970,1970,Kateřina Křížová,F,2018-12-17,4,-109,2040,0.0,1,,True,True,False
1971,1971,Kateřina Malá,F,2018-10-20,4,-51,2040,0.0,2,,True,True,False
1972,1972,Kateřina Pospíšilová,F,2021-05-02,2,120,0,2.4,1,2.0,True,False,False
1973,1973,Kateřina Marešová,F,2018-04-05,5,147,2080,2.94,2,,False,True,False
1974,1974,Kateřina Růžičková,F,2017-11-03,5,-65,2080,0.0,0,,True,True,False
1975,1975,Kateřina Bílá,F,2017-03-21,6,162,2120,3.24,2,,True,True,False
1976,1976,Kateřina Konečná,F,2021-04-01,2,151,0,3.02,3,,True,False,False
1977,1977,Kateřina Kadlecová,F,2018-04-02,5,150,2080,3.0,3,,True,True,False
1978,1978,Kateřina Tichá,F,2017-02-26,6,185,2120,3.7,2,,True,True,False
1979,1979,Kateřina Matějová,F,2019-06-15,4,76,2040,1.52,3,,True,True,False
1980,1980,Kateřina Jelínková,F,2016-06-14,7,77,2160,1.54,3,,True,False,False
1981,1981,Kateřina Urbanová,F,2017-11-02,5,-64,2080,0.0,3,,True,True,False
1982,1982,Kateřina Hájková,F,2016-11-14,6,-76,2120,0.0,2,,True,True,False
1983,1983,Kateřina Pechová,F,2021-03-18,2,165,0,3.3000000000000003,0,,True,False,True
1984,1984,Kateřina Šimková,F,2021-05-28,2,94,0,1.8800000000000001,3,,True,False,False
1985,1985,Kateřina Hlaváčková,F,2018-09-03,4,-4,2040,0.0,0,,True,True,False
1986,1986,Kateřina Králová,F,2017-11-11,5,-73,2080,0.0,1,,True,True,False
1987,1987,Kateřina Vondráčková,F,2019-03-05,4,178,2040,3.56,1,,True,True,False
1988,1988,Kateřina Zábranská,F,2018-06-22,5,69,2080,1.3800000000000001,3,,True,True,False
1989,1989,Kateřina Marečková,F,2021-02-11,2,200,0,4.0,1,1.0,True,False,False
1990,1990,Kateřina Rýdlová,F,2019-03-04,4,179,2040,3.58,2,,True,True,False
1991,1991,Kateřina Benešová,F,2019-12-03,3,-95,2000,0.0,2,,True,True,False
1992,1992,Kateřina Kopecká,F,2019-07-06,4,55,2040,1.1,1,,True,True,False
1993,1993,Kateřina Křenková,F,2017-07-31,6,30,2120,0.6,0,,True,True,False
1994,1994,Kateřina Vlčková,F,2021-08-24,2,6,0,0.12,1,,True,False,False
1995,1995,Kateřina Tomášková,F,2018-12-15,4,-107,2040,0.0,1,,True,True,False
1996,1996,Kateřina Havlíčková,F,2020-12-03,2,-95,1000,0.0,1,,True,False,False
1997,1997,Kateřina Tesařová,F,2020-11-25,2,-87,1000,0.0,0,,True,False,False
1998,1998,Kateřina Kočová,F,2016-09-02,6,-3,2120,0.0,0,,True,True,False
1999,1999,Kateřina Šťastná,F,2018-06-27,5,64,2080,1.28,1,,True,True,False
2000,2000,Klára Nováková,F,2020-06-19,3,72,2000,1.44,2,,True,True,False
2001,2001,Klára Svobodová,F,2019-03-01,4,182,2040,3.64,1,,True,True,False
2002,2002,Klára Novotná,F,2018-04-09,5,143,2080,2.86,0,,True,True,False
2003,2003,Klára Dvořáková,F,2020-02-01,3,211,2000,4.22,0,,True,True,False
2004,2004,Klára Černá,F,2019-10-14,3,-45,2000,0.0,1,,True,True,False
2005,2005,Klára Procházková,F,2019-04-14,4,138,2040,2.7600000000000002,0,,True,True,False
2006,2006,Klára Kučerová,F,2021-01-19,2,223,0,4.46,0,,True,False,False
2007,2007,Klára Veselá,F,2018-01-03,5,239,2080,4.78,2,,True,True,False
2008,2008,Klára Horáková,F,2019-01-11,4,231,2040,4.62,3,,False,True,True
2009,2009,Klára Němcová,F,2016-08-12,7,18,2160,0.36,1,,True,False,False
2010,2010,Klára Křížová,F,2017-01-07,6,235,2120,4.7,0,,True,True,False
2011,2011,Klára Malá,F,2016-07-21,7,40,2160,0.8,1,2.0,True,False,False
2012,2012,Klára Pospíšilová,F,2018-11-21,4,-83,2040,0.0,2,,True,True,False
2013,2013,Klára Marešová,F,2019-12-11,3,-103,2000,0.0,3,,True,True,False
2014,2014,Klára Růžičková,F,2020-06-30,3,61,2000,1.22,0,,True,True,False
2015,2015,Klára Bílá,F,2019-04-25,4,127,2040,2.54,1,,True,True,False
2016,2016,Klára Konečná,F,2019-02-05,4,206,2040,4.12,1,,True,True,False
2017,2017,Klára Kadlecová,F,2019-11-13,3,-75,2000,0.0,0,,True,True,False
2018,2018,Klára Tichá,F,2017-08-09,6,21,2120,0.42,3,,False,True,False
2019,2019,Klára Matějová,F,2016-08-06,7,24,2160,0.48,0,,True,False,False
2020,2020,Klára Jelínková,F,2017-01-31,6,211,2120,4.22,1,,True,True,False
2021,2021,Klára Urbanová,F,2020-11-17,2,-79,1000,0.0,2,,True,False,False
2022,2022,Klára Hájková,F,2020-04-08,3,144,2000,2.88,1,,True,True,False
2023,2023,Klára Pechová,F,2018-07-27,5,34,2080,0.68,2,,True,True,False
2024,2024,Klára Šimková,F,2016-10-04,6,-35,2120,0.0,1,,True,True,False
2025,2025,Klára Hlaváčková,F,2018-04-30,5,122,2080,2.44,2,,True,True,False
2026,2026,Klára Králová,F,2017-05-28,6,94,2120,1.8800000000000001,1,,True,True,False
2027,2027,Klára Vondráčková,F,2019-10-11,3,-42,2000,0.0,3,,False,True,False
2028,2028,Klára Zábranská,F,2016-10-16,6,-47,2120,0.0,1,,True,True,False
2029,2029,Klára Marečková,F,2019-01-24,4,218,2040,4.36,0,,True,True,False
2030,2030,Klára Rýdlová,F,2020-12-31,2,-123,1000,0.0,0,,True,False,False
2031,2031,Klára Benešová,F,2020-05-14,3,108,2000,2.16,1,,True,True,False
2032,2032,Klára Kopecká,F,2020-04-19,3,133,2000,2.66,3,,True,True,False
2033,2033,Klára Křenková,F,2018-11-18,4,-80,2040,0.0,3,2.0,True,True,False
2034,2034,Klára Vlčková,F,2020-07-20,3,41,2000,0.8200000000000001,2,,True,True,False
2035,2035,Klára Tomášková,F,2021-03-26,2,157,0,3.14,1,,True,False,False
2036,2036,Klára Havlíčková,F,2020-05-26,3,96,2000,1.92,1,,True,True,False
2037,2037,Klára Tesařová,F,2020-12-10,2,-102,1000,0.0,0,,True,False,False
2038,2038,Klára Kočová,F,2017-09-21,5,-22,2080,0.0,3,,True,True,False
2039,2039,Klára Šťastná,F,2019-05-21,4,101,2040,2.02,1,,True,True,False
2040,2040,Lenka Nováková,F,2018-01-11,5,231,2080,4.62,2,,False,True,True
2041,2041,Lenka Svobodová,F,2016-07-22,7,39,2160,0.78,3,,True,False,False
2042,2042,Lenka Novotná,F,2017-04-12,6,140,2120,2.8000000000000003,2,1.0,True,True,False
2043,2043,Lenka Dvořáková,F,2018-01-13,5,229,2080,4.58,2,,True,True,False
2044,2044,Lenka Černá,F,2019-09-09,3,-10,2000,0.0,3,,True,True,False
2045,2045,Lenka Procházková,F,2019-09-10,3,-11,2000,0.0,2,,True,True,False
2046,2046,Lenka Kučerová,F,2017-03-07,6,176,2120,3.52,1,,True,True,False
2047,2047,Lenka Veselá,F,2016-12-07,6,-99,2120,0.0,2,,True,True,True
2048,2048,Lenka Horáková,F,2019-07-02,4,59,2040,1.18,0,,True,True,False
2049,2049,Lenka Němcová,F,2020-04-03,3,149,2000,2.98,3,,True,True,False
2050,2050,Lenka Křížová,F,2019-11-24,3,-86,2000,0.0,0,,True,True,False
2051,2051,Lenka Malá,F,2017-03-09,6,174,2120,3.48,1,,True,True,False
2052,2052,Lenka Pospíšilová,F,2016-07-01,7,60,2160,1.2,2,3.0,True,False,False
2053,2053,Lenka Marešová,F,2019-07-18,4,43,2040,0.86,0,,True,True,False
2054,2054,Lenka Růžičková,F,2017-09-27,5,-28,2080,0.0,1,,True,True,False
2055,2055,Lenka Bílá,F,2018-01-31,5,211,2080,4.22,0,,True,True,False
2056,2056,Lenka Konečná,F,2018-09-02,4,-3,2040,0.0,2,,True,True,False
2057,2057,Lenka Kadlecová,F,2017-04-21,6,131,2120,2.62,3,,True,True,False
2058,2058,Lenka Tichá,F,2020-05-25,3,97,2000,1.94,0,,True,True,False
2059,2059,Lenka Matějová,F,2016-09-28,6,-29,2120,0.0,0,,True,True,False
2060,2060,Lenka Jelínková,F,2019-09-08,3,-9,2000,0.0,3,,True,True,False
2061,2061,Lenka Urbanová,F,2020-07-14,3,47,2000,0.9400000000000001,2,,True,True,False
2062,2062,Lenka Hájková,F,2016-06-07,7,84,2160,1.68,3,,False,False,False
2063,2063,Lenka Pechová,F,2017-02-22,6,189,2120,3.7800000000000002,2,,False,True,False
2064,2064,Lenka Šimková,F,2019-12-14,3,-106,2000,0.0,3,,True,True,False
2065,2065,Lenka Hlaváčková,F,2021-06-30,2,61,0,1.22,1,,True,False,False
2066,2066,Lenka Králová,F,2018-01-30,5,212,2080,4.24,2,,True,True,False
2067,2067,Lenka Vondráčková,F,2018-11-18,4,-80,2040,0.0,1,1.0,True,True,False
2068,2068,Lenka Zábranská,F,2020-12-28,2,-120,1000,0.0,3,1.0,True,False,False
2069,2069,Lenka Marečková,F,2021-03-14,2,169,0,3.38,0,,True,False,False
2070,2070,Lenka Rýdlová,F,2020-04-22,3,130,2000,2.6,3,,True,True,False
2071,2071,Lenka Benešová,F,2019-01-16,4,226,2040,4.5200000000000005,3,,True,True,False
2072,2072,Lenka Kopecká,F,2019-11-15,3,-77,2000,0.0,2,,True,True,False
2073,2073,Lenka Křenková,F,2021-06-20,2,71,0,1.42,3,,True,False,False
2074,2074,Lenka Vlčková,F,2019-03-17,4,166,2040,3.3200000000000003,2,,True,True,False
2075,2075,Lenka Tomášková,F,2020-03-20,3,163,2000,3.2600000000000002,1,,True,True,False
2076,2076,Lenka Havlíčková,F,2019-08-25,4,5,2040,0.1,0,,True,True,False
2077,2077,Lenka Tesařová,F,2020-12-16,2,-108,1000,0.0,2,,True,False,False
2078,2078,Lenka Kočová,F,2017-02-18,6,193,2120,3.86,0,,True,True,False
2079,2079,Lenka Šťastná,F,2020-09-04,2,-5,1000,0.0,0,,True,False,False
